('2015-02-07 10:01:37.926909', 'worker [1] started')
('2015-02-07 10:01:37.927106', 'client 8 initted')
('2015-02-07 10:01:39.006919', 'put_channel : channel login, group 1, time 2015-02-07 10:01:39.006850')
('2015-02-07 10:01:39.010444', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:39.011168', 'put_channel : channel login, group 0, time 2015-02-07 10:01:39.011130')
('2015-02-07 10:01:39.124349', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:40.509816', 'put_channel : channel login, group 1, time 2015-02-07 10:01:40.509663')
('2015-02-07 10:01:40.510912', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:40.512927', 'put_channel : channel login, group 0, time 2015-02-07 10:01:40.512776')
('2015-02-07 10:01:40.626756', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:42.008413', 'put_channel : channel login, group 1, time 2015-02-07 10:01:42.008273')
('2015-02-07 10:01:42.009304', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:42.010650', 'put_channel : channel login, group 0, time 2015-02-07 10:01:42.010564')
('2015-02-07 10:01:42.129685', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:43.509562', 'put_channel : channel login, group 1, time 2015-02-07 10:01:43.509412')
('2015-02-07 10:01:43.510562', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:43.511922', 'put_channel : channel login, group 0, time 2015-02-07 10:01:43.511844')
('2015-02-07 10:01:43.632600', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:32:31.508623', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:31.508526')
('2015-02-07 10:32:31.510853', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:31.510787')
('2015-02-07 10:32:33.009419', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:33.009294')
('2015-02-07 10:32:33.011718', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:33.011635')
('2015-02-07 10:32:34.509312', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:34.509188')
('2015-02-07 10:32:34.509994', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:34.509907')
('2015-02-07 10:32:36.009142', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:36.008969')
('2015-02-07 10:32:36.010909', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:36.010814')
('2015-02-07 10:32:37.508270', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:37.508140')
('2015-02-07 10:32:37.509340', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:37.509219')
('2015-02-07 10:32:39.009549', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:39.009405')
('2015-02-07 10:32:39.011108', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:39.010916')
('2015-02-07 10:32:40.506920', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:40.506850')
('2015-02-07 10:32:42.009598', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:42.009458')
('2015-02-07 10:32:43.510320', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:43.510193')
('2015-02-07 10:32:45.009094', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:45.008960')
('2015-02-07 10:32:46.509642', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:46.509510')
('2015-02-07 10:32:48.006905', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:48.006826')
('2015-02-07 10:32:49.507810', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:49.507670')
('2015-02-07 10:32:53.507942', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:53.507811')
('2015-02-07 10:32:53.521886', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:53.521794')
('2015-02-07 10:32:54.009395', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:54.009311')
('2015-02-07 10:32:54.013182', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:54.013142')
('2015-02-07 10:32:55.017523', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:55.017427')
('2015-02-07 10:32:55.511884', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:55.511748')
('2015-02-07 10:32:55.530900', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:55.530808')
('2015-02-07 10:32:56.522077', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:56.521942')
('2015-02-07 10:32:57.011086', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:57.010905')
('2015-02-07 10:32:57.033504', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:57.033388')
('2015-02-07 10:32:58.509930', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:58.509853')
('2015-02-07 10:32:58.537498', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:58.537451')
('2015-02-07 10:33:00.008465', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:00.008375')
('2015-02-07 10:33:00.040782', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:00.040712')
('2015-02-07 10:33:01.511254', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:01.511152')
('2015-02-07 10:33:03.009532', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:03.009460')
('2015-02-07 10:33:03.100865', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:03.100810')
('2015-02-07 10:33:04.508737', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:04.508594')
('2015-02-07 10:33:06.010837', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:06.010696')
('2015-02-07 10:33:07.509313', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:07.509232')
('2015-02-07 10:33:09.007732', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:09.007610')
('2015-02-07 10:33:10.507702', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:10.507631')
('2015-02-07 10:33:12.006532', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:12.006461')
('2015-02-07 10:33:13.510639', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:13.510514')
