('2015-02-07 10:01:38.947826', 'worker [3] started')
('2015-02-07 10:01:38.947898', 'client 8 initted')
('2015-02-07 10:01:39.008433', 'put_channel : channel login, group 1, time 2015-02-07 10:01:39.008366')
('2015-02-07 10:01:39.011442', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:39.011923', 'put_channel : channel login, group 0, time 2015-02-07 10:01:39.011885')
('2015-02-07 10:01:39.246037', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:40.507667', 'put_channel : channel login, group 1, time 2015-02-07 10:01:40.507591')
('2015-02-07 10:01:40.508190', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:40.509724', 'put_channel : channel login, group 0, time 2015-02-07 10:01:40.509686')
('2015-02-07 10:01:40.747741', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:42.005988', 'put_channel : channel login, group 1, time 2015-02-07 10:01:42.005915')
('2015-02-07 10:01:42.006381', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:42.010066', 'put_channel : channel login, group 0, time 2015-02-07 10:01:42.010025')
('2015-02-07 10:01:42.249507', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:43.507270', 'put_channel : channel login, group 1, time 2015-02-07 10:01:43.507198')
('2015-02-07 10:01:43.507593', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:43.508709', 'put_channel : channel login, group 0, time 2015-02-07 10:01:43.508675')
('2015-02-07 10:01:43.751565', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:32:31.506469', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:31.506343')
('2015-02-07 10:32:31.509640', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:31.509600')
('2015-02-07 10:32:33.007003', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:33.006905')
('2015-02-07 10:32:33.009349', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:33.009310')
('2015-02-07 10:32:34.510794', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:34.510695')
('2015-02-07 10:32:34.513016', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:34.512962')
('2015-02-07 10:32:36.009179', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:36.009109')
('2015-02-07 10:32:36.009567', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:36.009522')
('2015-02-07 10:32:37.506977', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:37.506879')
('2015-02-07 10:32:37.510061', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:37.510012')
('2015-02-07 10:32:39.006459', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:39.006387')
('2015-02-07 10:32:39.008514', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:39.008475')
('2015-02-07 10:32:40.506674', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:40.506603')
('2015-02-07 10:32:40.508907', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:40.508861')
('2015-02-07 10:32:42.008553', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:42.008472')
('2015-02-07 10:32:42.009301', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:42.009216')
('2015-02-07 10:32:43.510985', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:43.510855')
('2015-02-07 10:32:43.511495', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:43.511402')
('2015-02-07 10:32:45.007390', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:45.007320')
('2015-02-07 10:32:45.008658', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:45.008619')
('2015-02-07 10:32:46.507388', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:46.507264')
('2015-02-07 10:32:46.509618', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:46.509512')
('2015-02-07 10:32:48.008549', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:48.008486')
('2015-02-07 10:32:48.009682', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:48.009585')
('2015-02-07 10:32:49.509880', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:49.509756')
('2015-02-07 10:32:49.511469', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:49.511370')
('2015-02-07 10:32:51.009063', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:51.008994')
('2015-02-07 10:32:51.009245', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:51.009198')
('2015-02-07 10:32:52.508696', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:52.508616')
('2015-02-07 10:32:52.511837', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:52.511782')
('2015-02-07 10:32:54.007044', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:54.006969')
('2015-02-07 10:32:54.010044', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:54.009998')
('2015-02-07 10:32:55.507442', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:55.507361')
('2015-02-07 10:32:55.510990', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:55.510939')
('2015-02-07 10:32:57.008965', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:57.008893')
('2015-02-07 10:32:58.508946', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:58.508858')
('2015-02-07 10:33:15.011134', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:15.011008')
('2015-02-07 10:33:15.012977', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:15.012900')
('2015-02-07 10:33:15.042961', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:15.042851')
('2015-02-07 10:33:16.019301', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:16.019165')
('2015-02-07 10:33:16.511530', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:16.511358')
('2015-02-07 10:33:16.517629', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:16.517537')
('2015-02-07 10:33:16.529078', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:16.529031')
('2015-02-07 10:33:17.521507', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:17.521429')
('2015-02-07 10:33:18.008154', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:18.008090')
('2015-02-07 10:33:18.034933', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:18.034835')
('2015-02-07 10:33:19.509991', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:19.509855')
('2015-02-07 10:33:27.038904', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:27.038839')
('2015-02-07 10:33:28.007032', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:28.006922')
('2015-02-07 10:33:28.008410', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:28.008365')
('2015-02-07 10:33:28.014258', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:28.014217')
('2015-02-07 10:33:28.016331', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:28.016290')
('2015-02-07 10:33:28.506858', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:28.506775')
('2015-02-07 10:33:28.508649', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:28.508610')
('2015-02-07 10:33:28.510861', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:28.510821')
('2015-02-07 10:33:28.512763', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:28.512673')
('2015-02-07 10:33:28.542827', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:28.542751')
('2015-02-07 10:33:29.519195', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:29.519106')
