('2015-02-07 10:01:39.295536', 'worker [4] started')
('2015-02-07 10:01:39.295595', 'client 8 initted')
('2015-02-07 10:01:40.505726', 'put_channel : channel login, group 0, time 2015-02-07 10:01:40.505665')
('2015-02-07 10:01:40.507988', 'put_channel : channel login, group 1, time 2015-02-07 10:01:40.507952')
('2015-02-07 10:01:40.510926', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:40.794365', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:42.007553', 'put_channel : channel login, group 0, time 2015-02-07 10:01:42.007428')
('2015-02-07 10:01:42.011928', 'put_channel : channel login, group 1, time 2015-02-07 10:01:42.011892')
('2015-02-07 10:01:42.012259', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:42.296727', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:43.509913', 'put_channel : channel login, group 1, time 2015-02-07 10:01:43.509784')
('2015-02-07 10:01:43.510487', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:43.510944', 'put_channel : channel login, group 0, time 2015-02-07 10:01:43.510911')
('2015-02-07 10:01:43.798601', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:45.006033', 'put_channel : channel login, group 0, time 2015-02-07 10:01:45.005970')
('2015-02-07 10:01:45.008051', 'put_channel : channel login, group 1, time 2015-02-07 10:01:45.008009')
('2015-02-07 10:01:45.008377', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:45.300490', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:32:31.508894', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:31.508790')
('2015-02-07 10:32:31.509347', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:31.509302')
('2015-02-07 10:32:33.008463', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:33.008393')
('2015-02-07 10:32:33.009413', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:33.009374')
('2015-02-07 10:32:34.509208', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:34.509118')
