('2014-11-15 09:02:06.045704', 'worker [6] started')
('2014-11-15 09:02:06.045773', 'client 10 initted')
('2014-11-15 09:02:08.013462', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-11-15 09:02:08.014245', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-11-15 09:02:10.012050', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-11-15 09:02:10.012959', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-11-15 09:02:12.009918', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-11-15 09:02:12.010654', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-11-15 09:02:14.010159', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-11-15 09:02:14.011135', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-11-15 09:02:16.009834', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-11-15 09:02:16.010601', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:02.844847', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 54 tb0[1] 55 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:02.845736', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 54 tb0[1] 54 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:02.847169', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 53 tb0[1] 54 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:02.847771', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 53 tb0[1] 53 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:02.848337', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 52 tb0[1] 53 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:02.849239', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 52 tb0[1] 52 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:02.850364', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 51 tb0[1] 52 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:02.851293', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 51 tb0[1] 51 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:02.852284', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 50 tb0[1] 51 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:02.853862', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 50 tb0[1] 50 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:09.770475', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 52 tb0[1] 53 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:09.771148', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 52 tb0[1] 52 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:09.771750', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 51 tb0[1] 52 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:09.772700', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 51 tb0[1] 51 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:12.588948', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 52 tb0[1] 53 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:12.589769', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 52 tb0[1] 52 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:12.590733', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 51 tb0[1] 52 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:12.591332', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 51 tb0[1] 51 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:13.638918', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 50 tb0[1] 51 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:13.639603', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 50 tb0[1] 50 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:13.640785', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 49 tb0[1] 50 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:13.641657', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 49 tb0[1] 49 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:16.156774', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 50 tb0[1] 51 , tb1[0] 0 tb1[1] 0')
