('2015-02-07 10:01:36.043196', 'worker [3] started')
('2015-02-07 10:01:36.043388', 'client 9 initted')
('2015-02-07 10:01:37.510396', 'put_channel : channel login, group 0, time 2015-02-07 10:01:37.510273')
('2015-02-07 10:01:37.514087', 'put_channel : channel login, group 1, time 2015-02-07 10:01:37.513989')
('2015-02-07 10:01:37.521236', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:37.539338', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:39.010083', 'put_channel : channel login, group 0, time 2015-02-07 10:01:39.009944')
('2015-02-07 10:01:39.011467', 'put_channel : channel login, group 1, time 2015-02-07 10:01:39.011362')
('2015-02-07 10:01:39.012106', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:39.042021', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:40.509227', 'put_channel : channel login, group 0, time 2015-02-07 10:01:40.509102')
('2015-02-07 10:01:40.513440', 'put_channel : channel login, group 1, time 2015-02-07 10:01:40.513342')
('2015-02-07 10:01:40.514401', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:40.544379', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:42.010341', 'put_channel : channel login, group 1, time 2015-02-07 10:01:42.010265')
('2015-02-07 10:01:42.010588', 'put_channel : channel login, group 0, time 2015-02-07 10:01:42.010539')
('2015-02-07 10:01:42.011044', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:42.046882', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:43.510100', 'put_channel : channel login, group 0, time 2015-02-07 10:01:43.509972')
('2015-02-07 10:01:43.510858', 'put_channel : channel login, group 1, time 2015-02-07 10:01:43.510753')
('2015-02-07 10:01:43.511835', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:32:31.509323', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:31.509087')
('2015-02-07 10:32:31.513803', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:31.513705')
('2015-02-07 10:32:33.010975', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:33.010839')
('2015-02-07 10:32:33.011387', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:33.011288')
('2015-02-07 10:32:34.510713', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:34.510608')
