('2015-02-07 10:01:37.473434', 'worker [6] started')
('2015-02-07 10:01:37.473504', 'client 9 initted')
('2015-02-07 10:01:37.507517', 'put_channel : channel login, group 1, time 2015-02-07 10:01:37.507442')
('2015-02-07 10:01:37.508676', 'put_channel : channel login, group 0, time 2015-02-07 10:01:37.508622')
('2015-02-07 10:01:37.513014', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:37.769809', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:39.010438', 'put_channel : channel login, group 1, time 2015-02-07 10:01:39.010305')
('2015-02-07 10:01:39.010993', 'put_channel : channel login, group 0, time 2015-02-07 10:01:39.010900')
('2015-02-07 10:01:39.011418', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:39.272468', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:40.509558', 'put_channel : channel login, group 1, time 2015-02-07 10:01:40.509341')
('2015-02-07 10:01:40.510014', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:40.511172', 'put_channel : channel login, group 0, time 2015-02-07 10:01:40.511090')
('2015-02-07 10:01:40.774877', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:42.007812', 'put_channel : channel login, group 1, time 2015-02-07 10:01:42.007740')
('2015-02-07 10:01:42.008386', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:42.009635', 'put_channel : channel login, group 0, time 2015-02-07 10:01:42.009484')
('2015-02-07 10:01:42.276883', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:43.508948', 'put_channel : channel login, group 1, time 2015-02-07 10:01:43.508852')
('2015-02-07 10:01:43.509240', 'put_channel : channel login, group 0, time 2015-02-07 10:01:43.509194')
('2015-02-07 10:01:43.509696', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:32:31.508154', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:31.508025')
('2015-02-07 10:32:31.509371', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:31.509272')
('2015-02-07 10:32:33.006016', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:33.005933')
('2015-02-07 10:32:33.007893', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:33.007853')
('2015-02-07 10:32:34.508545', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:34.508476')
('2015-02-07 10:32:34.509378', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:34.509291')
('2015-02-07 10:32:36.008664', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:36.008592')
('2015-02-07 10:32:36.008990', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:36.008945')
('2015-02-07 10:32:37.509796', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:37.509684')
('2015-02-07 10:32:37.510239', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:37.510181')
('2015-02-07 10:32:39.007103', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:39.006962')
('2015-02-07 10:32:39.009258', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:39.009174')
('2015-02-07 10:32:40.509133', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:40.509005')
('2015-02-07 10:32:40.509643', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:40.509502')
('2015-02-07 10:32:42.008408', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:42.008329')
('2015-02-07 10:32:42.009677', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:42.009631')
('2015-02-07 10:32:43.508928', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:43.508851')
('2015-02-07 10:32:43.510542', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:43.510377')
('2015-02-07 10:32:45.007802', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:45.007698')
('2015-02-07 10:32:45.010987', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:45.010941')
('2015-02-07 10:32:46.507817', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:46.507740')
('2015-02-07 10:32:46.509766', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:46.509668')
('2015-02-07 10:32:48.005963', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:48.005892')
('2015-02-07 10:32:48.007702', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:48.007648')
('2015-02-07 10:32:49.507309', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:49.507213')
('2015-02-07 10:32:49.509378', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:49.509270')
('2015-02-07 10:32:51.007798', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:51.007709')
