('2014-12-20 09:48:07.066750', 'worker [4] started')
('2014-12-20 09:48:07.066886', 'client 8 initted')
('2014-12-20 09:48:08.017643', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:08.263066', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:10.008667', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:10.065629', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:12.008975', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:12.168203', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:14.006936', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:14.270977', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.521904', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 44 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.524360', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 43 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.526128', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 42 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.528623', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.530417', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.532240', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 39 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.535075', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 38 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.544083', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 37 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:10.130103', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 49 tb0[1] 42 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:10.132251', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 49 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:11.342347', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 48 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:11.344061', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 48 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:14.093975', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 49 tb0[1] 42 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:14.096636', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 49 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:14.470053', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 48 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:14.472109', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 48 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:15.312514', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 47 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:15.313950', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 47 tb0[1] 39 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:18.371773', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 48 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:18.374315', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 48 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:24.397755', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 50 tb0[1] 43 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:24.400177', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 50 tb0[1] 42 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:31.237155', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 52 tb0[1] 45 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:31.239589', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 52 tb0[1] 44 , tb1[0] 0 tb1[1] 0')
('2014-12-20 11:29:41.179920', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 55 tb1[1] 45')
('2014-12-20 11:29:41.182038', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 55 tb1[1] 44')
('2014-12-20 11:29:41.183942', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 55 tb1[1] 43')
('2014-12-20 11:29:41.186924', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 55 tb1[1] 42')
('2014-12-20 11:29:41.191108', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 55 tb1[1] 41')
('2014-12-20 11:29:41.192580', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 55 tb1[1] 40')
('2014-12-20 11:29:41.194297', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 55 tb1[1] 39')
('2014-12-20 11:29:41.195907', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 55 tb1[1] 38')
('2014-12-20 11:29:45.198508', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 57 tb1[1] 37')
('2014-12-20 11:29:46.525906', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 55 tb1[1] 37')
('2014-12-20 11:29:46.527605', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 54 tb1[1] 37')
('2014-12-20 11:29:46.529758', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 53 tb1[1] 37')
('2014-12-20 11:29:46.531227', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 52 tb1[1] 37')
('2014-12-20 11:29:46.533161', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 52 tb1[1] 36')
('2014-12-20 11:29:46.534927', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 52 tb1[1] 35')
('2014-12-20 11:29:46.536798', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 52 tb1[1] 34')
('2014-12-20 11:29:46.538344', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 51 tb1[1] 34')
('2014-12-20 11:29:46.540956', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 51 tb1[1] 33')
('2014-12-20 11:29:46.542680', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 51 tb1[1] 32')
('2014-12-20 11:29:46.544559', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 50 tb1[1] 32')
('2014-12-20 11:29:46.546299', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 49 tb1[1] 32')
('2014-12-20 11:29:46.548024', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 48 tb1[1] 32')
('2014-12-20 11:29:46.550050', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 60 tb0[1] 52 , tb1[0] 48 tb1[1] 31')
