('2014-10-18 09:18:38.840519', 'redis reader connect succeed')
('2014-10-18 09:18:38.840767', 'redis writer connect succeed')
('2014-10-18 09:18:38.875286', 'redis timer connect succeed')
('2014-10-18 09:18:38.898033', 'worker [2] started')
('2014-10-18 09:18:38.898126', 'client 11 initted')
('2014-10-18 09:18:39.008114', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:39.393036', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:40.010147', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:40.395169', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:41.011013', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:41.397158', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:42.010270', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:42.399403', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:43.009259', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:43.401429', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:44.010212', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.450865', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 50 tb0[1] 51 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.451976', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 50 tb0[1] 50 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.452714', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 49 tb0[1] 50 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.453513', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 49 tb0[1] 49 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.454299', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 48 tb0[1] 49 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.454839', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 48 tb0[1] 48 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.456580', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 47 tb0[1] 48 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.457358', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 47 tb0[1] 47 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.458728', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 46 tb0[1] 47 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.462388', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 46 tb0[1] 46 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.484025', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 45 tb0[1] 46 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:03.263926', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 45 tb0[1] 45 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:08.840643', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 47 tb0[1] 48 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:08.841564', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 47 tb0[1] 47 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:09.367898', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 46 tb0[1] 47 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:09.368817', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 46 tb0[1] 46 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:09.743849', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 45 tb0[1] 46 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:09.744928', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 45 tb0[1] 45 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:09.876019', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 44 tb0[1] 45 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:09.876930', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 44 tb0[1] 44 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:10.650780', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 44 tb0[1] 45 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:10.651933', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 44 tb0[1] 44 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:10.660411', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 43 tb0[1] 44 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:10.661348', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 43 tb0[1] 43 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:10.670573', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 42 tb0[1] 43 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:10.672889', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 42 tb0[1] 42 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:10.677918', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 41 tb0[1] 42 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:10.678955', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 41 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:10.688258', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 40 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:10.690457', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 40 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:10.697531', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 39 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:10.698424', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 39 tb0[1] 39 , tb1[0] 0 tb1[1] 0')
