('2014-10-18 09:19:04.627145', 'redis reader connect succeed')
('2014-10-18 09:19:04.627317', 'redis writer connect succeed')
('2014-10-18 09:19:04.654910', 'redis timer connect succeed')
('2014-10-18 09:19:04.671491', 'worker [5] started')
('2014-10-18 09:19:04.671589', 'client 10 initted')
('2014-10-18 09:19:05.009806', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:19:05.167341', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:19:06.054442', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:19:06.169002', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:19:07.009985', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:19:07.171401', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:19:08.011073', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:19:08.173187', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:19:09.009666', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:19:09.175407', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.709512', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 37 tb0[1] 50 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.710505', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 37 tb0[1] 49 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.711385', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 37 tb0[1] 48 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.712091', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 37 tb0[1] 47 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.712641', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 37 tb0[1] 46 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.713193', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 37 tb0[1] 45 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.713871', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 37 tb0[1] 44 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.714517', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 37 tb0[1] 43 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.715513', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 37 tb0[1] 42 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.716143', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 37 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.806482', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 37 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.812642', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 37 tb0[1] 39 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.917795', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 36 tb0[1] 39 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.919020', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 36 tb0[1] 38 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:03.084096', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 35 tb0[1] 38 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:03.084927', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 35 tb0[1] 37 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:03.293772', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 34 tb0[1] 37 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:03.294322', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 34 tb0[1] 36 , tb1[0] 0 tb1[1] 0')
