('2014-10-18 09:18:56.579902', 'redis reader connect succeed')
('2014-10-18 09:18:56.580051', 'redis writer connect succeed')
('2014-10-18 09:18:56.601750', 'redis timer connect succeed')
('2014-10-18 09:18:56.614648', 'worker [2] started')
('2014-10-18 09:18:56.614720', 'client 12 initted')
('2014-10-18 09:18:57.008987', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:57.111106', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:58.006966', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:58.112227', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:59.007368', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:59.113356', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:19:00.007853', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:19:00.114369', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:19:01.007628', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:19:01.115497', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:19:02.007512', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:19:02.116608', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.711630', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 36 tb0[1] 50 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.712727', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 36 tb0[1] 49 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.713618', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 36 tb0[1] 48 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.713937', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 36 tb0[1] 47 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.714404', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 36 tb0[1] 46 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.714750', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 36 tb0[1] 45 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.715174', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 36 tb0[1] 44 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.715522', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 36 tb0[1] 43 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.716201', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 36 tb0[1] 42 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.716760', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 36 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.717221', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 36 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.717980', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 36 tb0[1] 39 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.946210', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 36 tb0[1] 38 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.954234', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 36 tb0[1] 37 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:03.228290', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 36 tb0[1] 36 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:03.234030', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 35 tb0[1] 36 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:04.419443', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 34 tb0[1] 37 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:04.420576', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 34 tb0[1] 36 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:09.218740', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 33 tb0[1] 38 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:09.219450', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 33 tb0[1] 37 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:10.449790', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 32 tb0[1] 38 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:10.450449', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 32 tb0[1] 37 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:11.463536', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 31 tb0[1] 37 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:11.464001', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 31 tb0[1] 36 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:11.465322', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 30 tb0[1] 36 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:11.465903', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 30 tb0[1] 35 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:11.467206', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 29 tb0[1] 35 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:11.467905', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 29 tb0[1] 34 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:11.469102', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 28 tb0[1] 34 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:11.472413', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 28 tb0[1] 33 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:11.476222', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 27 tb0[1] 33 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:11.477348', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 26 tb0[1] 33 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:11.478620', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 26 tb0[1] 32 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:11.479592', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 25 tb0[1] 32 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:11.480852', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 25 tb0[1] 31 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:11.481342', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 25 tb0[1] 30 , tb1[0] 0 tb1[1] 0')
