('2015-01-17 09:36:37.723570', 'worker [5] started')
('2015-01-17 09:36:37.723708', 'client 9 initted')
('2015-01-17 09:36:39.006258', 'put_channel : channel login, group 1, time 2015-01-17 09:36:39.006169')
('2015-01-17 09:36:39.010629', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:39.011310', 'put_channel : channel login, group 0, time 2015-01-17 09:36:39.011259')
('2015-01-17 09:36:39.218041', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:40.509566', 'put_channel : channel login, group 1, time 2015-01-17 09:36:40.509421')
('2015-01-17 09:36:40.511105', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:40.513273', 'put_channel : channel login, group 0, time 2015-01-17 09:36:40.513057')
('2015-01-17 09:36:40.720488', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:42.009128', 'put_channel : channel login, group 1, time 2015-01-17 09:36:42.008953')
('2015-01-17 09:36:42.010021', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:42.011364', 'put_channel : channel login, group 0, time 2015-01-17 09:36:42.011284')
('2015-01-17 09:36:42.223481', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:43.508334', 'put_channel : channel login, group 1, time 2015-01-17 09:36:43.508208')
('2015-01-17 09:36:43.509193', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:43.510789', 'put_channel : channel login, group 0, time 2015-01-17 09:36:43.510707')
('2015-01-17 09:36:43.726210', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:45.010019', 'put_channel : channel login, group 1, time 2015-01-17 09:36:45.009888')
('2015-01-17 09:36:45.010933', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:45.012430', 'put_channel : channel login, group 0, time 2015-01-17 09:36:45.012348')
('2015-01-17 10:32:33.010717', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:33.010504')
('2015-01-17 10:32:34.508663', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:34.508534')
('2015-01-17 10:32:35.508390', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:35.508231')
('2015-01-17 10:32:36.009964', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:36.009843')
('2015-01-17 10:32:36.227731', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:36.227640')
('2015-01-17 10:32:37.511250', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:37.511137')
('2015-01-17 10:32:38.505696', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:38.505561')
('2015-01-17 10:32:39.008351', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:39.008257')
('2015-01-17 10:32:39.050216', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:39.050129')
('2015-01-17 10:32:40.508632', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:40.508509')
('2015-01-17 10:32:40.509593', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:40.509545')
('2015-01-17 10:32:42.010090', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:42.009955')
('2015-01-17 10:32:43.046852', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:43.046729')
('2015-01-17 10:32:43.510492', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:43.510374')
('2015-01-17 10:32:43.513394', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:43.513245')
('2015-01-17 10:32:45.010295', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:45.010164')
('2015-01-17 10:32:45.048087', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:45.048001')
('2015-01-17 10:32:46.508517', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:46.508386')
('2015-01-17 10:32:46.513086', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:46.513000')
