('2015-01-17 09:36:36.062913', 'worker [2] started')
('2015-01-17 09:36:36.062992', 'client 9 initted')
('2015-01-17 09:36:37.510800', 'put_channel : channel login, group 1, time 2015-01-17 09:36:37.510616')
('2015-01-17 09:36:37.511211', 'put_channel : channel login, group 0, time 2015-01-17 09:36:37.511084')
('2015-01-17 09:36:37.518836', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:37.560314', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:39.008597', 'put_channel : channel login, group 1, time 2015-01-17 09:36:39.008462')
('2015-01-17 09:36:39.009796', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:39.014583', 'put_channel : channel login, group 0, time 2015-01-17 09:36:39.014492')
('2015-01-17 09:36:39.062897', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:40.506535', 'put_channel : channel login, group 1, time 2015-01-17 09:36:40.506438')
('2015-01-17 09:36:40.506980', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:40.509573', 'put_channel : channel login, group 0, time 2015-01-17 09:36:40.509523')
('2015-01-17 09:36:40.565419', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:42.008266', 'put_channel : channel login, group 1, time 2015-01-17 09:36:42.008143')
('2015-01-17 09:36:42.009271', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:42.010613', 'put_channel : channel login, group 0, time 2015-01-17 09:36:42.010531')
('2015-01-17 09:36:42.067533', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:43.509311', 'put_channel : channel login, group 1, time 2015-01-17 09:36:43.509178')
('2015-01-17 09:36:43.510169', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:43.512106', 'put_channel : channel login, group 0, time 2015-01-17 09:36:43.512020')
('2015-01-17 10:32:31.511107', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:31.510909')
('2015-01-17 10:32:33.008458', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:33.008322')
('2015-01-17 10:32:34.510926', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:34.510778')
('2015-01-17 10:32:35.508690', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:35.508549')
('2015-01-17 10:32:36.008384', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:36.008262')
('2015-01-17 10:32:36.048385', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:36.048297')
