('2014-11-15 09:00:36.226028', 'worker [1] started')
('2014-11-15 09:00:36.226162', 'client 5 initted')
('2014-11-15 09:00:38.020778', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-11-15 09:00:38.021781', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-11-15 09:00:40.011984', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-11-15 09:00:40.013467', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-11-15 09:00:42.010333', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:02.740944', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 55 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:02.742637', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:02.744117', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 53 tb0[1] 54 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:02.747329', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 53 tb0[1] 53 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:02.748816', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 52 tb0[1] 53 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:12.646177', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 58 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:12.648959', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 53 tb0[1] 57 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:12.651159', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 53 tb0[1] 54 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:12.653587', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 53 tb0[1] 53 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:17.944634', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 55 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:17.946327', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:17.947986', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 53 tb0[1] 54 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:17.950279', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 53 tb0[1] 53 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:32.202272', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 60 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:32.204751', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 53 tb0[1] 60 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:32.206466', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 52 tb0[1] 60 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:32.210783', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 51 tb0[1] 58 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:32.217083', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 51 tb0[1] 54 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:32.218595', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 51 tb0[1] 53 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:32.220571', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 51 tb0[1] 52 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:32.232323', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 50 tb0[1] 52 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:32.233558', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 50 tb0[1] 51 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:35:32.237168', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 50 tb0[1] 50 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:36:04.217406', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 55 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:36:22.337353', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 64 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:36:22.344583', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 53 tb0[1] 56 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:36:22.346582', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 53 tb0[1] 54 , tb1[0] 0 tb1[1] 0')
('2014-11-15 10:36:22.349349', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 53 tb0[1] 53 , tb1[0] 0 tb1[1] 0')
('2014-11-15 11:29:41.555510', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 44 tb1[1] 41')
('2014-11-15 11:29:41.558930', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 43 tb1[1] 41')
('2014-11-15 11:29:41.561740', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 42 tb1[1] 41')
('2014-11-15 11:29:41.563922', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 41 tb1[1] 41')
('2014-11-15 11:29:41.565274', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 40 tb1[1] 41')
('2014-11-15 11:29:49.354233', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 43 tb1[1] 45')
('2014-11-15 11:29:49.356543', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 42 tb1[1] 45')
('2014-11-15 11:29:49.358703', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 42 tb1[1] 44')
('2014-11-15 11:29:49.366969', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 41 tb1[1] 44')
('2014-11-15 11:29:49.368532', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 40 tb1[1] 44')
('2014-11-15 11:29:49.369653', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 39 tb1[1] 44')
('2014-11-15 11:29:49.371323', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 38 tb1[1] 44')
('2014-11-15 11:29:49.372643', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 38 tb1[1] 43')
('2014-11-15 11:29:49.375009', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 38 tb1[1] 42')
('2014-11-15 11:29:49.378056', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 38 tb1[1] 41')
('2014-11-15 11:29:49.385392', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 38 tb1[1] 40')
('2014-11-15 11:29:49.386396', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 37 tb1[1] 40')
('2014-11-15 11:29:49.389628', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 37 tb1[1] 39')
('2014-11-15 11:29:49.390718', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 36 tb1[1] 39')
('2014-11-15 11:29:49.392015', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 54 tb0[1] 54 , tb1[0] 36 tb1[1] 38')
