('2014-12-20 09:48:13.665366', 'worker [2] started')
('2014-12-20 09:48:13.665435', 'client 8 initted')
('2014-12-20 09:48:14.016012', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:14.263639', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:16.009350', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:16.066445', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:18.010148', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:18.169315', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:20.010288', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:20.272018', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:02.014287', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 39 tb0[1] 37 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:02.015283', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 39 tb0[1] 36 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:02.016127', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 39 tb0[1] 35 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:02.017118', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 39 tb0[1] 34 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:02.018168', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 39 tb0[1] 33 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:02.019072', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 39 tb0[1] 32 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:02.020562', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 39 tb0[1] 31 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:02.021820', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 39 tb0[1] 30 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:08.819861', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 38 tb0[1] 38 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:08.821072', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 38 tb0[1] 37 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:11.121040', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 37 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:11.121975', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 37 tb0[1] 39 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:13.322420', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 36 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:13.323458', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 36 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:14.410759', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 35 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:14.412261', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 35 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:15.581870', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 34 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:15.583326', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 34 tb0[1] 39 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:19.909953', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 33 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:19.911064', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 33 tb0[1] 39 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:19.919128', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 32 tb0[1] 39 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:19.920518', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 32 tb0[1] 38 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:21.912769', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 31 tb0[1] 38 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:21.913787', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 31 tb0[1] 37 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:21.921900', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 30 tb0[1] 37 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:21.923014', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 30 tb0[1] 36 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:31.924790', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 36 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:31.925742', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 35 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:33.928118', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 44 tb0[1] 35 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:33.929248', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 44 tb0[1] 34 , tb1[0] 0 tb1[1] 0')
('2014-12-20 11:29:40.859978', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 55 tb1[1] 43')
('2014-12-20 11:29:40.861207', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 55 tb1[1] 42')
('2014-12-20 11:29:40.862244', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 55 tb1[1] 41')
('2014-12-20 11:29:40.863109', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 55 tb1[1] 40')
('2014-12-20 11:29:40.864191', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 55 tb1[1] 39')
('2014-12-20 11:29:40.866616', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 55 tb1[1] 38')
('2014-12-20 11:29:40.867992', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 55 tb1[1] 37')
('2014-12-20 11:29:40.869236', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 55 tb1[1] 36')
('2014-12-20 11:29:46.861525', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 55 tb1[1] 36')
('2014-12-20 11:29:46.862521', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 54 tb1[1] 36')
('2014-12-20 11:29:46.863492', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 53 tb1[1] 36')
('2014-12-20 11:29:46.864350', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 52 tb1[1] 36')
('2014-12-20 11:29:46.865838', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 51 tb1[1] 36')
('2014-12-20 11:29:46.867051', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 50 tb1[1] 36')
('2014-12-20 11:29:46.867842', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 49 tb1[1] 36')
('2014-12-20 11:29:46.868682', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 49 tb1[1] 35')
('2014-12-20 11:29:46.869366', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 49 tb1[1] 34')
('2014-12-20 11:29:46.870325', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 49 tb1[1] 33')
('2014-12-20 11:29:46.871377', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 49 tb1[1] 32')
('2014-12-20 11:29:46.872247', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 49 tb1[1] 31')
('2014-12-20 11:29:46.873359', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 48 tb1[1] 31')
('2014-12-20 11:29:46.874219', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 48 tb1[1] 30')
('2014-12-20 11:29:46.874824', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 48 tb1[1] 29')
('2014-12-20 11:29:46.875929', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 48 tb1[1] 28')
('2014-12-20 11:29:50.516451', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 50 tb1[1] 27')
('2014-12-20 11:29:50.517538', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 50 tb1[1] 26')
('2014-12-20 11:29:50.518400', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 50 tb1[1] 25')
('2014-12-20 11:29:50.519776', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 50 tb1[1] 24')
('2014-12-20 11:29:50.520885', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 50 tb1[1] 23')
('2014-12-20 11:29:50.868422', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 50 tb1[1] 22')
('2014-12-20 11:29:50.885016', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 50 tb1[1] 21')
('2014-12-20 11:29:50.889103', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 50 tb1[1] 20')
('2014-12-20 11:29:53.521583', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 51 tb1[1] 19')
('2014-12-20 11:29:53.878560', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 50 tb1[1] 19')
('2014-12-20 11:29:53.880425', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 49 tb1[1] 19')
('2014-12-20 11:29:53.882068', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 48 tb1[1] 19')
('2014-12-20 11:29:53.883061', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 47 tb1[1] 19')
('2014-12-20 11:29:53.885417', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 46 tb1[1] 19')
('2014-12-20 11:29:53.886929', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 46 tb1[1] 18')
('2014-12-20 11:29:53.890017', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 46 tb1[1] 17')
('2014-12-20 11:29:53.891028', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 45 tb1[1] 17')
('2014-12-20 11:29:53.894241', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 45 tb1[1] 16')
('2014-12-20 11:29:53.894906', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 44 tb1[1] 16')
('2014-12-20 11:29:53.896112', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 44 tb1[1] 15')
('2014-12-20 11:29:53.896798', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 44 tb1[1] 14')
('2014-12-20 11:29:53.897936', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 44 tb1[1] 13')
('2014-12-20 11:29:53.898682', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 44 tb1[1] 12')
('2014-12-20 11:29:55.099397', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 44 tb1[1] 12')
('2014-12-20 11:29:55.101092', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 44 tb1[1] 11')
('2014-12-20 11:29:55.896629', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 43 tb1[1] 11')
('2014-12-20 11:29:55.897601', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 54 , tb1[0] 43 tb1[1] 10')
('2014-12-20 11:30:00.899477', 'worker [2] stopping')
