('2014-12-20 09:48:15.538515', 'worker [6] started')
('2014-12-20 09:48:15.538586', 'client 8 initted')
('2014-12-20 09:48:16.011649', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:16.136947', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:18.010261', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:18.240058', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:20.007485', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:20.042478', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:22.006798', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:22.145486', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.662370', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 44 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.665008', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 43 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.666454', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 42 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.668160', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.669925', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.671876', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 39 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.673951', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 38 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.675509', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 37 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:09.118472', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 48 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:09.120563', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 48 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:10.085457', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 48 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:10.087032', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 48 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:10.920146', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 47 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:10.921104', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 47 tb0[1] 39 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:12.832243', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 47 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:12.833533', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 47 tb0[1] 39 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:15.898595', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 47 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:15.900642', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 47 tb0[1] 39 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:23.190219', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 48 tb0[1] 43 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:23.192339', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 48 tb0[1] 42 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:27.341495', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 47 tb0[1] 44 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:27.342637', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 47 tb0[1] 43 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:31.615367', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 46 tb0[1] 45 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:31.616624', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 46 tb0[1] 44 , tb1[0] 0 tb1[1] 0')
('2014-12-20 11:29:50.520310', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 52 tb0[1] 44 , tb1[0] 60 tb1[1] 39')
('2014-12-20 11:29:50.521617', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 52 tb0[1] 44 , tb1[0] 60 tb1[1] 38')
('2014-12-20 11:29:50.522437', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 52 tb0[1] 44 , tb1[0] 60 tb1[1] 37')
('2014-12-20 11:29:50.522962', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 52 tb0[1] 44 , tb1[0] 60 tb1[1] 36')
('2014-12-20 11:29:50.523650', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 52 tb0[1] 44 , tb1[0] 60 tb1[1] 35')
('2014-12-20 11:29:50.524674', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 52 tb0[1] 44 , tb1[0] 60 tb1[1] 34')
