('2015-03-21 09:55:30.074941', 'worker [3] started')
('2015-03-21 09:55:30.075008', 'client 8 initted')
('2015-03-21 09:55:31.507856', 'put_channel : channel login, group 0, time 2015-03-21 09:55:31.507800')
('2015-03-21 09:55:31.509217', 'put_channel : channel login, group 1, time 2015-03-21 09:55:31.509183')
('2015-03-21 09:55:31.511844', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:31.573702', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:33.008449', 'put_channel : channel login, group 0, time 2015-03-21 09:55:33.008328')
('2015-03-21 09:55:33.010574', 'put_channel : channel login, group 1, time 2015-03-21 09:55:33.010476')
('2015-03-21 09:55:33.011169', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:33.075903', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:34.508523', 'put_channel : channel login, group 0, time 2015-03-21 09:55:34.508371')
('2015-03-21 09:55:34.512576', 'put_channel : channel login, group 1, time 2015-03-21 09:55:34.512480')
('2015-03-21 09:55:34.513516', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:34.577246', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:36.006213', 'put_channel : channel login, group 0, time 2015-03-21 09:55:36.006156')
('2015-03-21 09:55:36.010022', 'put_channel : channel login, group 1, time 2015-03-21 09:55:36.009975')
('2015-03-21 09:55:36.010370', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:36.078728', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 10:32:31.505852', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:31.505741')
('2015-03-21 10:32:31.507503', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:31.507458')
