('2015-03-21 09:55:31.417952', 'worker [6] started')
('2015-03-21 09:55:31.418020', 'client 9 initted')
('2015-03-21 09:55:31.506318', 'put_channel : channel login, group 1, time 2015-03-21 09:55:31.506245')
('2015-03-21 09:55:31.510035', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:31.510691', 'put_channel : channel login, group 0, time 2015-03-21 09:55:31.510652')
('2015-03-21 09:55:31.713261', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:33.005899', 'put_channel : channel login, group 1, time 2015-03-21 09:55:33.005828')
('2015-03-21 09:55:33.006355', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:33.007616', 'put_channel : channel login, group 0, time 2015-03-21 09:55:33.007573')
('2015-03-21 09:55:33.215465', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:34.506810', 'put_channel : channel login, group 1, time 2015-03-21 09:55:34.506738')
('2015-03-21 09:55:34.507349', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:34.508220', 'put_channel : channel login, group 0, time 2015-03-21 09:55:34.508180')
('2015-03-21 09:55:34.717893', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:36.006928', 'put_channel : channel login, group 1, time 2015-03-21 09:55:36.006858')
('2015-03-21 09:55:36.007402', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:36.008995', 'put_channel : channel login, group 0, time 2015-03-21 09:55:36.008955')
('2015-03-21 09:55:36.219747', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:37.506202', 'put_channel : channel login, group 1, time 2015-03-21 09:55:37.506131')
('2015-03-21 09:55:37.506638', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:37.509155', 'put_channel : channel login, group 0, time 2015-03-21 09:55:37.509115')
