('2015-02-07 10:01:32.584620', 'worker [5] started')
('2015-02-07 10:01:32.584756', 'client 9 initted')
('2015-02-07 10:01:33.010252', 'put_channel : channel login, group 1, time 2015-02-07 10:01:33.010135')
('2015-02-07 10:01:33.018264', 'put_channel : channel login, group 0, time 2015-02-07 10:01:33.018169')
('2015-02-07 10:01:33.019570', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:33.178185', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:34.508202', 'put_channel : channel login, group 1, time 2015-02-07 10:01:34.508064')
('2015-02-07 10:01:34.509107', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:34.512396', 'put_channel : channel login, group 0, time 2015-02-07 10:01:34.512308')
('2015-02-07 10:01:34.681891', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:36.008519', 'put_channel : channel login, group 1, time 2015-02-07 10:01:36.008381')
('2015-02-07 10:01:36.009450', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:36.013899', 'put_channel : channel login, group 0, time 2015-02-07 10:01:36.013811')
('2015-02-07 10:01:36.184340', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:37.509191', 'put_channel : channel login, group 0, time 2015-02-07 10:01:37.509054')
('2015-02-07 10:01:37.509836', 'put_channel : channel login, group 1, time 2015-02-07 10:01:37.509717')
('2015-02-07 10:01:37.510448', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:37.686947', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:39.008526', 'put_channel : channel login, group 1, time 2015-02-07 10:01:39.008385')
('2015-02-07 10:01:39.009543', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:39.010930', 'put_channel : channel login, group 0, time 2015-02-07 10:01:39.010753')
('2015-02-07 10:32:31.510041', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:31.509621')
('2015-02-07 10:32:31.510403', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:31.510311')
('2015-02-07 10:32:33.007301', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:33.007163')
('2015-02-07 10:32:33.009147', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:33.009068')
