('2015-02-07 10:01:34.223423', 'worker [8] started')
('2015-02-07 10:01:34.223557', 'client 9 initted')
('2015-02-07 10:01:34.508404', 'put_channel : channel login, group 1, time 2015-02-07 10:01:34.508314')
('2015-02-07 10:01:34.516271', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:34.517190', 'put_channel : channel login, group 0, time 2015-02-07 10:01:34.517101')
('2015-02-07 10:01:34.518405', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:36.008932', 'put_channel : channel login, group 1, time 2015-02-07 10:01:36.008808')
('2015-02-07 10:01:36.009636', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:36.010902', 'put_channel : channel login, group 0, time 2015-02-07 10:01:36.010820')
('2015-02-07 10:01:36.020958', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:37.508407', 'put_channel : channel login, group 1, time 2015-02-07 10:01:37.508293')
('2015-02-07 10:01:37.509283', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:37.510754', 'put_channel : channel login, group 0, time 2015-02-07 10:01:37.510579')
('2015-02-07 10:01:37.523434', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:39.008898', 'put_channel : channel login, group 0, time 2015-02-07 10:01:39.008782')
('2015-02-07 10:01:39.009994', 'put_channel : channel login, group 1, time 2015-02-07 10:01:39.009907')
('2015-02-07 10:01:39.010719', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:39.025706', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:40.507423', 'put_channel : channel login, group 1, time 2015-02-07 10:01:40.507306')
('2015-02-07 10:01:40.508281', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:40.513048', 'put_channel : channel login, group 0, time 2015-02-07 10:01:40.512963')
('2015-02-07 10:32:31.508799', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:31.508547')
('2015-02-07 10:32:31.511665', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:31.511574')
('2015-02-07 10:32:33.008864', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:33.008743')
('2015-02-07 10:32:33.010163', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:33.010073')
('2015-02-07 10:32:34.508251', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:34.508123')
('2015-02-07 10:32:34.511267', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:34.511177')
('2015-02-07 10:32:36.009449', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:36.009273')
('2015-02-07 10:32:36.011993', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:36.011909')
('2015-02-07 10:32:37.508921', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:37.508797')
('2015-02-07 10:32:37.510951', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:37.510859')
('2015-02-07 10:32:39.009890', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:39.009413')
('2015-02-07 10:32:39.010172', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:39.010102')
('2015-02-07 10:32:40.509321', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:40.509191')
('2015-02-07 10:32:40.512193', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:40.512111')
('2015-02-07 10:32:42.009372', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:42.009236')
('2015-02-07 10:32:42.012182', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:42.012100')
('2015-02-07 10:32:43.508462', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:43.508335')
('2015-02-07 10:32:43.510726', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:43.510642')
('2015-02-07 10:32:45.008067', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:45.007938')
('2015-02-07 10:32:45.012252', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:45.012166')
('2015-02-07 10:32:46.509091', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:46.508961')
('2015-02-07 10:32:46.509883', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:46.509792')
('2015-02-07 10:32:48.008634', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:48.008500')
('2015-02-07 10:32:48.011250', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:48.011166')
('2015-02-07 10:32:49.509935', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:49.509781')
('2015-02-07 10:32:49.510604', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:49.510488')
('2015-02-07 10:32:51.008119', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:51.007988')
('2015-02-07 10:32:51.010136', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:51.010052')
('2015-02-07 10:32:52.509391', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:52.509261')
('2015-02-07 10:32:52.509985', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:52.509905')
('2015-02-07 10:32:54.006894', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:54.006749')
('2015-02-07 10:32:54.008452', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:54.008404')
('2015-02-07 10:32:55.510237', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:55.510105')
('2015-02-07 10:32:55.510922', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:55.510786')
('2015-02-07 10:32:57.008694', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:57.008562')
('2015-02-07 10:32:57.010032', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:57.009949')
('2015-02-07 10:32:58.508373', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:58.508243')
('2015-02-07 10:32:58.509803', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:58.509721')
('2015-02-07 10:33:00.009289', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:00.009158')
('2015-02-07 10:33:00.010112', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:00.010023')
('2015-02-07 10:33:01.509622', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:01.509467')
('2015-02-07 10:33:01.510193', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:01.510102')
('2015-02-07 10:33:03.008106', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:03.007986')
('2015-02-07 10:33:03.112941', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:03.112824')
('2015-02-07 10:33:04.508799', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:04.508676')
('2015-02-07 10:33:04.509556', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:04.509467')
('2015-02-07 10:33:06.008110', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:06.007991')
('2015-02-07 10:33:06.010186', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:06.010095')
('2015-02-07 10:33:07.507398', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:07.507299')
('2015-02-07 10:33:07.509285', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:07.509236')
('2015-02-07 10:33:09.009094', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:09.008800')
('2015-02-07 10:33:09.009422', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:09.009348')
('2015-02-07 10:33:10.507980', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:10.507850')
('2015-02-07 10:33:10.509773', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:10.509682')
('2015-02-07 10:33:12.008602', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:12.008470')
('2015-02-07 10:33:12.012422', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:12.012336')
('2015-02-07 10:33:13.509197', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:13.509075')
