('2015-03-21 09:55:37.005912', 'worker [6] started')
('2015-03-21 09:55:37.005972', 'client 8 initted')
('2015-03-21 09:55:37.524354', 'put_channel : channel login, group 0, time 2015-03-21 09:55:37.524296')
('2015-03-21 09:55:37.526753', 'put_channel : channel login, group 1, time 2015-03-21 09:55:37.526716')
('2015-03-21 09:55:37.530024', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:37.603778', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:39.024580', 'put_channel : channel login, group 0, time 2015-03-21 09:55:39.024504')
('2015-03-21 09:55:39.024990', 'put_channel : channel login, group 1, time 2015-03-21 09:55:39.024947')
('2015-03-21 09:55:39.025312', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:39.105056', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:40.524228', 'put_channel : channel login, group 0, time 2015-03-21 09:55:40.524156')
('2015-03-21 09:55:40.525602', 'put_channel : channel login, group 1, time 2015-03-21 09:55:40.525564')
('2015-03-21 09:55:40.525957', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:40.606560', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:42.025142', 'put_channel : channel login, group 0, time 2015-03-21 09:55:42.025069')
('2015-03-21 09:55:42.026603', 'put_channel : channel login, group 1, time 2015-03-21 09:55:42.026528')
('2015-03-21 09:55:42.027057', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:42.107843', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 10:32:34.525000', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:34.524919')
('2015-03-21 10:32:34.526976', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:34.526911')
('2015-03-21 10:32:35.522431', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:35.522338')
('2015-03-21 10:32:35.522792', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:35.522751')
('2015-03-21 10:32:36.025896', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:36.025815')
('2015-03-21 10:32:36.026815', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:36.026748')
