('2015-03-21 09:55:36.522367', 'worker [4] started')
('2015-03-21 09:55:36.522438', 'client 8 initted')
('2015-03-21 09:55:37.527232', 'put_channel : channel login, group 0, time 2015-03-21 09:55:37.527073')
('2015-03-21 09:55:37.528551', 'put_channel : channel login, group 1, time 2015-03-21 09:55:37.528436')
('2015-03-21 09:55:37.535565', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:37.720522', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:39.026360', 'put_channel : channel login, group 0, time 2015-03-21 09:55:39.026228')
('2015-03-21 09:55:39.027098', 'put_channel : channel login, group 1, time 2015-03-21 09:55:39.026962')
('2015-03-21 09:55:39.027847', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:39.223344', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:40.526060', 'put_channel : channel login, group 0, time 2015-03-21 09:55:40.525909')
('2015-03-21 09:55:40.526867', 'put_channel : channel login, group 1, time 2015-03-21 09:55:40.526794')
('2015-03-21 09:55:40.527355', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:40.725873', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:42.028061', 'put_channel : channel login, group 0, time 2015-03-21 09:55:42.027921')
('2015-03-21 09:55:42.028546', 'put_channel : channel login, group 1, time 2015-03-21 09:55:42.028474')
('2015-03-21 09:55:42.028927', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:42.228338', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 10:32:34.527743', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:34.527535')
('2015-03-21 10:32:34.530736', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:34.530608')
('2015-03-21 10:32:35.523402', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:35.523273')
('2015-03-21 10:32:35.523951', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:35.523905')
('2015-03-21 10:32:36.027262', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:36.027109')
('2015-03-21 10:32:36.027756', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:36.027588')
('2015-03-21 10:32:36.028294', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:36.028233')
('2015-03-21 10:32:36.028915', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:36.028827')
('2015-03-21 10:32:37.528559', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:37.528401')
('2015-03-21 10:32:37.529164', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:37.529103')
('2015-03-21 10:32:39.025828', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:39.025665')
('2015-03-21 10:32:39.027187', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:39.027134')
('2015-03-21 10:32:40.526418', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:40.526296')
('2015-03-21 10:32:40.526825', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:40.526762')
('2015-03-21 10:32:42.026198', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:42.026051')
('2015-03-21 10:32:42.027018', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:42.026974')
('2015-03-21 10:32:43.526028', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:43.525890')
('2015-03-21 10:32:43.526692', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:43.526649')
