('2014-12-20 09:48:11.319406', 'worker [3] started')
('2014-12-20 09:48:11.319473', 'client 8 initted')
('2014-12-20 09:48:12.016230', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:12.217456', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:14.009713', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:14.019352', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:16.008519', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:16.121923', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:18.008895', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:18.224302', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.659991', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 33 tb0[1] 44 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.661075', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 33 tb0[1] 43 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.661978', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 33 tb0[1] 42 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.663029', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 33 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.663612', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 33 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.664238', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 33 tb0[1] 39 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.664814', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 33 tb0[1] 38 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.665691', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 33 tb0[1] 37 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:09.068803', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 37 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
