('2015-02-07 10:01:42.187648', 'worker [2] started')
('2015-02-07 10:01:42.187707', 'client 9 initted')
('2015-02-07 10:01:43.526113', 'put_channel : channel login, group 1, time 2015-02-07 10:01:43.526029')
('2015-02-07 10:01:43.529690', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:43.530183', 'put_channel : channel login, group 0, time 2015-02-07 10:01:43.530111')
('2015-02-07 10:01:43.685793', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:45.025321', 'put_channel : channel login, group 1, time 2015-02-07 10:01:45.025236')
('2015-02-07 10:01:45.025793', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:45.026360', 'put_channel : channel login, group 0, time 2015-02-07 10:01:45.026264')
('2015-02-07 10:01:45.187678', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:46.524587', 'put_channel : channel login, group 1, time 2015-02-07 10:01:46.524506')
('2015-02-07 10:01:46.524912', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:46.526631', 'put_channel : channel login, group 0, time 2015-02-07 10:01:46.526557')
('2015-02-07 10:01:46.689457', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:48.025399', 'put_channel : channel login, group 1, time 2015-02-07 10:01:48.025320')
('2015-02-07 10:01:48.025963', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:48.026668', 'put_channel : channel login, group 0, time 2015-02-07 10:01:48.026632')
('2015-02-07 10:01:48.191206', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:49.525444', 'put_channel : channel login, group 0, time 2015-02-07 10:01:49.525359')
('2015-02-07 10:01:49.526826', 'put_channel : channel login, group 1, time 2015-02-07 10:01:49.526754')
('2015-02-07 10:01:49.527214', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:32:31.525494', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:31.525389')
('2015-02-07 10:32:31.526346', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:31.526305')
('2015-02-07 10:32:33.024083', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:33.023994')
('2015-02-07 10:32:33.025784', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:33.025693')
('2015-02-07 10:32:34.524378', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:34.524292')
('2015-02-07 10:32:34.526462', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:34.526383')
('2015-02-07 10:32:36.025839', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:36.025754')
('2015-02-07 10:32:36.032754', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:36.032660')
('2015-02-07 10:32:37.524329', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:37.524244')
('2015-02-07 10:32:37.525563', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:37.525489')
('2015-02-07 10:32:39.025529', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:39.025449')
('2015-02-07 10:32:39.026802', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:39.026763')
('2015-02-07 10:32:40.524724', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:40.524617')
('2015-02-07 10:32:40.526515', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:40.526439')
('2015-02-07 10:32:42.023716', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:42.023628')
('2015-02-07 10:32:42.025158', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:42.025118')
('2015-02-07 10:32:43.525139', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:43.525039')
('2015-02-07 10:32:43.525975', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:43.525937')
('2015-02-07 10:32:45.025420', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:45.025343')
('2015-02-07 10:32:45.025882', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:45.025845')
('2015-02-07 10:32:46.524055', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:46.523972')
('2015-02-07 10:32:46.527092', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:46.527055')
('2015-02-07 10:32:48.024817', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:48.024740')
('2015-02-07 10:32:48.025487', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:48.025447')
('2015-02-07 10:32:49.523556', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:49.523476')
('2015-02-07 10:32:49.526233', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:49.526194')
('2015-02-07 10:32:51.025056', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:51.024993')
('2015-02-07 10:32:51.026270', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:51.026224')
('2015-02-07 10:32:52.524141', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:52.524064')
('2015-02-07 10:32:52.526828', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:52.526791')
('2015-02-07 10:32:54.025538', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:54.025462')
('2015-02-07 10:32:54.026152', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:54.026115')
('2015-02-07 10:32:55.525381', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:55.525293')
('2015-02-07 10:32:55.525801', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:55.525724')
('2015-02-07 10:32:57.024787', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:57.024707')
('2015-02-07 10:32:57.026713', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:57.026676')
('2015-02-07 10:32:58.525417', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:58.525311')
('2015-02-07 10:32:58.526693', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:58.526653')
('2015-02-07 10:33:00.024718', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:00.024632')
('2015-02-07 10:33:00.025759', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:00.025721')
('2015-02-07 10:33:01.525091', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:01.524998')
('2015-02-07 10:33:01.526340', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:01.526299')
('2015-02-07 10:33:03.025872', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:03.025796')
('2015-02-07 10:33:03.120804', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:03.120696')
('2015-02-07 10:33:04.525964', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:04.525884')
('2015-02-07 10:33:04.526384', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:04.526345')
('2015-02-07 10:33:06.026345', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:06.026261')
('2015-02-07 10:33:06.026749', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:06.026705')
('2015-02-07 10:33:07.525277', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:07.525180')
('2015-02-07 10:33:07.526244', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:07.526165')
('2015-02-07 10:33:09.024469', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:09.024359')
('2015-02-07 10:33:09.024827', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:09.024788')
('2015-02-07 10:33:10.526212', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:10.526105')
('2015-02-07 10:33:10.526452', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:10.526373')
('2015-02-07 10:33:12.024902', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:12.024817')
('2015-02-07 10:33:12.026778', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:12.026739')
('2015-02-07 10:33:13.524098', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:13.524015')
('2015-02-07 10:33:13.526205', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:13.526165')
('2015-02-07 10:33:15.026294', 'put_channel : channel tb0, group 1, time 2015-02-07 10:33:15.026226')
('2015-02-07 10:33:15.026638', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:15.026598')
('2015-02-07 10:33:25.023922', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:25.023821')
('2015-02-07 10:33:25.031938', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:25.031867')
('2015-02-07 10:33:34.524075', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:34.523965')
('2015-02-07 10:33:34.527513', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:34.527470')
('2015-02-07 10:33:34.552959', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:34.552853')
('2015-02-07 10:33:35.537044', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:35.536937')
('2015-02-07 10:33:36.027832', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:36.027747')
('2015-02-07 10:33:36.028231', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:36.028189')
('2015-02-07 10:33:36.075747', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:36.075635')
('2015-02-07 10:33:45.026864', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:45.026789')
('2015-02-07 10:33:45.029264', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:45.029225')
('2015-02-07 10:33:45.047135', 'put_channel : channel tb0, group 0, time 2015-02-07 10:33:45.047089')
