('2015-02-07 10:01:44.094074', 'worker [9] started')
('2015-02-07 10:01:44.094137', 'client 9 initted')
('2015-02-07 10:01:45.025634', 'put_channel : channel login, group 1, time 2015-02-07 10:01:45.025526')
('2015-02-07 10:01:45.029404', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:45.029953', 'put_channel : channel login, group 0, time 2015-02-07 10:01:45.029865')
('2015-02-07 10:01:45.291923', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:46.525040', 'put_channel : channel login, group 1, time 2015-02-07 10:01:46.524947')
('2015-02-07 10:01:46.525726', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:46.526490', 'put_channel : channel login, group 0, time 2015-02-07 10:01:46.526453')
('2015-02-07 10:01:46.794181', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:48.025562', 'put_channel : channel login, group 1, time 2015-02-07 10:01:48.025448')
('2015-02-07 10:01:48.026238', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:48.027379', 'put_channel : channel login, group 0, time 2015-02-07 10:01:48.027340')
('2015-02-07 10:01:48.296231', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:49.526157', 'put_channel : channel login, group 0, time 2015-02-07 10:01:49.526055')
('2015-02-07 10:01:49.526639', 'put_channel : channel login, group 1, time 2015-02-07 10:01:49.526603')
('2015-02-07 10:01:49.526964', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:49.798269', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:51.025274', 'put_channel : channel login, group 0, time 2015-02-07 10:01:51.025168')
('2015-02-07 10:01:51.026711', 'put_channel : channel login, group 1, time 2015-02-07 10:01:51.026670')
('2015-02-07 10:01:51.027158', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:32:31.524385', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:31.524241')
('2015-02-07 10:32:31.527852', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:31.527774')
('2015-02-07 10:32:33.026080', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:33.025964')
('2015-02-07 10:32:33.026351', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:33.026275')
('2015-02-07 10:32:34.525190', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:34.525084')
('2015-02-07 10:32:34.525630', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:34.525594')
('2015-02-07 10:32:36.025029', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:36.024913')
('2015-02-07 10:32:36.026719', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:36.026647')
('2015-02-07 10:32:37.524630', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:37.524522')
('2015-02-07 10:32:37.526340', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:37.526298')
('2015-02-07 10:32:39.024987', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:39.024868')
('2015-02-07 10:32:39.025494', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:39.025436')
('2015-02-07 10:32:40.526263', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:40.526167')
('2015-02-07 10:32:40.526596', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:40.526552')
('2015-02-07 10:32:42.025734', 'put_channel : channel tb0, group 1, time 2015-02-07 10:32:42.025650')
('2015-02-07 10:32:42.027731', 'put_channel : channel tb0, group 0, time 2015-02-07 10:32:42.027654')
