('2015-02-07 10:01:43.755050', 'worker [8] started')
('2015-02-07 10:01:43.755126', 'client 9 initted')
('2015-02-07 10:01:45.025778', 'put_channel : channel login, group 0, time 2015-02-07 10:01:45.025675')
('2015-02-07 10:01:45.027436', 'put_channel : channel login, group 1, time 2015-02-07 10:01:45.027384')
('2015-02-07 10:01:45.030788', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:45.252421', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:46.526931', 'put_channel : channel login, group 1, time 2015-02-07 10:01:46.526824')
('2015-02-07 10:01:46.527509', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:46.528138', 'put_channel : channel login, group 0, time 2015-02-07 10:01:46.528103')
('2015-02-07 10:01:46.754421', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:48.025934', 'put_channel : channel login, group 0, time 2015-02-07 10:01:48.025826')
('2015-02-07 10:01:48.026374', 'put_channel : channel login, group 1, time 2015-02-07 10:01:48.026274')
('2015-02-07 10:01:48.026871', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:48.256364', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:49.525107', 'put_channel : channel login, group 0, time 2015-02-07 10:01:49.525009')
('2015-02-07 10:01:49.525895', 'put_channel : channel login, group 1, time 2015-02-07 10:01:49.525858')
('2015-02-07 10:01:49.526365', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:49.758377', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-02-07 10:01:51.024757', 'put_channel : channel login, group 0, time 2015-02-07 10:01:51.024647')
('2015-02-07 10:01:51.025395', 'put_channel : channel login, group 1, time 2015-02-07 10:01:51.025285')
('2015-02-07 10:01:51.025862', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
