('2015-03-21 09:55:27.244673', 'worker [6] started')
('2015-03-21 09:55:27.244811', 'client 8 initted')
('2015-03-21 09:55:28.510102', 'put_channel : channel login, group 0, time 2015-03-21 09:55:28.509974')
('2015-03-21 09:55:28.510747', 'put_channel : channel login, group 1, time 2015-03-21 09:55:28.510614')
('2015-03-21 09:55:28.518538', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:28.740012', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:30.009518', 'put_channel : channel login, group 1, time 2015-03-21 09:55:30.009343')
('2015-03-21 09:55:30.010577', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:30.012051', 'put_channel : channel login, group 0, time 2015-03-21 09:55:30.011968')
('2015-03-21 09:55:30.242580', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:31.508876', 'put_channel : channel login, group 0, time 2015-03-21 09:55:31.508745')
('2015-03-21 09:55:31.510093', 'put_channel : channel login, group 1, time 2015-03-21 09:55:31.510004')
('2015-03-21 09:55:31.510880', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:31.746073', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:33.008764', 'put_channel : channel login, group 1, time 2015-03-21 09:55:33.008632')
('2015-03-21 09:55:33.009368', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:33.012019', 'put_channel : channel login, group 0, time 2015-03-21 09:55:33.011852')
('2015-03-21 09:55:33.248452', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 10:32:31.509846', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:31.509412')
