('2015-03-21 09:55:25.953614', 'worker [4] started')
('2015-03-21 09:55:25.953756', 'client 8 initted')
('2015-03-21 09:55:27.010234', 'put_channel : channel login, group 1, time 2015-03-21 09:55:27.010111')
('2015-03-21 09:55:27.018261', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:27.019525', 'put_channel : channel login, group 0, time 2015-03-21 09:55:27.019431')
('2015-03-21 09:55:27.148770', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:28.509986', 'put_channel : channel login, group 0, time 2015-03-21 09:55:28.509857')
('2015-03-21 09:55:28.510624', 'put_channel : channel login, group 1, time 2015-03-21 09:55:28.510533')
('2015-03-21 09:55:28.511385', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:28.651967', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:30.008110', 'put_channel : channel login, group 1, time 2015-03-21 09:55:30.007949')
('2015-03-21 09:55:30.008966', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:30.010665', 'put_channel : channel login, group 0, time 2015-03-21 09:55:30.010507')
('2015-03-21 09:55:30.154491', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:31.511300', 'put_channel : channel login, group 1, time 2015-03-21 09:55:31.511097')
('2015-03-21 09:55:31.512063', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:31.513234', 'put_channel : channel login, group 0, time 2015-03-21 09:55:31.513151')
('2015-03-21 09:55:31.660197', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 10:32:31.509195', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:31.509031')
('2015-03-21 10:32:31.511446', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:31.511346')
('2015-03-21 10:32:33.009470', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:33.009283')
('2015-03-21 10:32:33.011307', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:33.011223')
('2015-03-21 10:32:34.508299', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:34.508165')
('2015-03-21 10:32:34.510709', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:34.510624')
('2015-03-21 10:32:36.009549', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:36.009391')
('2015-03-21 10:32:36.010108', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:36.010019')
('2015-03-21 10:32:37.510826', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:37.510695')
('2015-03-21 10:32:37.512292', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:37.512200')
('2015-03-21 10:32:39.008327', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:39.008192')
('2015-03-21 10:32:39.012586', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:39.012496')
('2015-03-21 10:32:40.510874', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:40.510736')
('2015-03-21 10:32:40.511503', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:40.511414')
('2015-03-21 10:32:42.008721', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:42.008586')
('2015-03-21 10:32:42.011393', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:42.011309')
('2015-03-21 10:32:43.508490', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:43.508355')
('2015-03-21 10:32:43.510380', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:43.510288')
('2015-03-21 10:32:45.008421', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:45.008215')
('2015-03-21 10:32:45.011909', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:45.011818')
('2015-03-21 10:32:46.508903', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:46.508769')
('2015-03-21 10:32:46.510269', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:46.510185')
('2015-03-21 10:32:48.009071', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:48.008948')
('2015-03-21 10:32:48.009749', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:48.009659')
('2015-03-21 10:32:49.510669', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:49.510537')
('2015-03-21 10:32:49.511469', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:49.511376')
('2015-03-21 10:32:51.009837', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:51.009703')
('2015-03-21 10:32:51.010475', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:51.010386')
('2015-03-21 10:32:52.507926', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:52.507793')
('2015-03-21 10:32:52.509863', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:52.509771')
('2015-03-21 10:32:54.008727', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:54.008593')
('2015-03-21 10:32:54.009840', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:54.009748')
('2015-03-21 10:32:55.508779', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:55.508644')
('2015-03-21 10:32:55.512909', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:55.512816')
('2015-03-21 10:32:57.010319', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:57.010186')
('2015-03-21 10:32:57.011154', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:57.010989')
('2015-03-21 10:32:58.511221', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:58.511086')
('2015-03-21 10:32:58.511922', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:58.511840')
('2015-03-21 10:33:00.009502', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:00.009370')
('2015-03-21 10:33:00.011778', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:00.011686')
('2015-03-21 10:33:01.510810', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:01.510674')
('2015-03-21 10:33:01.511198', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:01.511106')
('2015-03-21 10:33:03.008561', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:03.008366')
('2015-03-21 10:33:03.012250', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:03.012158')
('2015-03-21 10:33:04.508837', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:04.508704')
('2015-03-21 10:33:04.511986', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:04.511895')
('2015-03-21 10:33:06.008597', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:06.008462')
('2015-03-21 10:33:06.012458', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:06.012367')
('2015-03-21 10:33:07.508389', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:07.508254')
('2015-03-21 10:33:07.510805', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:07.510713')
('2015-03-21 10:33:09.010121', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:09.009960')
('2015-03-21 10:33:09.010716', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:09.010626')
('2015-03-21 10:33:10.512129', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:10.511968')
('2015-03-21 10:33:12.010126', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:12.009947')
('2015-03-21 10:33:13.510730', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:13.510594')
('2015-03-21 10:33:15.011124', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:15.010949')
('2015-03-21 10:33:19.510849', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:19.510714')
('2015-03-21 10:33:19.513237', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:19.513132')
('2015-03-21 10:33:21.008497', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:21.008362')
('2015-03-21 10:33:22.015328', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:22.015188')
('2015-03-21 10:33:22.508468', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:22.508336')
('2015-03-21 10:33:23.509388', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:23.509246')
('2015-03-21 10:33:24.008425', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:24.008300')
('2015-03-21 10:33:25.508441', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:25.508305')
('2015-03-21 10:33:25.509176', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:25.509087')
('2015-03-21 10:33:26.523548', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:26.523404')
('2015-03-21 10:33:27.007875', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:27.007766')
('2015-03-21 10:33:28.508211', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:28.508084')
('2015-03-21 10:33:30.006043', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:30.005938')
('2015-03-21 10:33:30.007754', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:30.007706')
('2015-03-21 10:33:30.013994', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:30.013945')
('2015-03-21 10:33:31.025482', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:31.025343')
('2015-03-21 10:33:31.508292', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:31.508172')
('2015-03-21 10:33:33.008693', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:33.008529')
('2015-03-21 10:33:34.009706', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:34.009564')
('2015-03-21 10:33:34.508293', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:34.508193')
('2015-03-21 10:33:36.005497', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:36.005399')
('2015-03-21 10:33:37.005709', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:37.005568')
('2015-03-21 10:33:37.509280', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:37.509171')
('2015-03-21 10:33:37.509986', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:37.509907')
('2015-03-21 10:33:37.573281', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:37.573192')
('2015-03-21 10:33:38.521526', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:38.521391')
('2015-03-21 10:33:39.007693', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:39.007588')
('2015-03-21 10:33:40.510414', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:40.510277')
('2015-03-21 10:33:42.008350', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:42.008216')
('2015-03-21 10:33:42.010266', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:42.010174')
('2015-03-21 10:33:42.014761', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:42.014675')
('2015-03-21 10:33:43.508546', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:43.508380')
('2015-03-21 10:33:45.007626', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:45.007505')
('2015-03-21 10:33:46.509941', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:46.509805')
('2015-03-21 10:33:47.510952', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:47.510814')
('2015-03-21 10:33:47.520907', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:47.520819')
('2015-03-21 10:33:47.553226', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:47.553132')
('2015-03-21 10:33:48.007701', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:48.007606')
('2015-03-21 10:33:49.508476', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:49.508344')
('2015-03-21 10:33:51.008035', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:51.007899')
('2015-03-21 10:33:52.009462', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:52.009320')
('2015-03-21 10:33:52.018880', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:52.018788')
('2015-03-21 10:33:52.507890', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:52.507765')
('2015-03-21 10:33:54.009950', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:54.009814')
('2015-03-21 10:33:55.508274', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:55.508139')
('2015-03-21 10:33:57.008269', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:57.008133')
('2015-03-21 10:33:58.510507', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:58.510376')
('2015-03-21 10:33:58.845375', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:58.845281')
('2015-03-21 10:33:59.509400', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:59.509241')
('2015-03-21 10:33:59.585075', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:59.584982')
('2015-03-21 10:34:00.008745', 'put_channel : channel tb0, group 1, time 2015-03-21 10:34:00.008616')
('2015-03-21 10:34:00.011179', 'put_channel : channel tb0, group 0, time 2015-03-21 10:34:00.011092')
('2015-03-21 10:34:00.012943', 'put_channel : channel tb0, group 0, time 2015-03-21 10:34:00.012853')
('2015-03-21 10:34:01.025415', 'put_channel : channel tb0, group 0, time 2015-03-21 10:34:01.025273')
('2015-03-21 10:34:01.508191', 'put_channel : channel tb0, group 1, time 2015-03-21 10:34:01.508050')
('2015-03-21 10:34:01.510279', 'put_channel : channel tb0, group 0, time 2015-03-21 10:34:01.510188')
('2015-03-21 10:34:01.805378', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 56 tb0[1] 55 , tb1[0] 0 tb1[1] 0')
('2015-03-21 10:34:01.807543', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 56 tb0[1] 54 , tb1[0] 0 tb1[1] 0')
('2015-03-21 10:34:01.809262', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 56 tb0[1] 53 , tb1[0] 0 tb1[1] 0')
('2015-03-21 10:34:01.811321', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 56 tb0[1] 52 , tb1[0] 0 tb1[1] 0')
('2015-03-21 10:34:01.813846', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 56 tb0[1] 51 , tb1[0] 0 tb1[1] 0')
('2015-03-21 10:34:01.816685', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 56 tb0[1] 50 , tb1[0] 0 tb1[1] 0')
