('2015-03-21 09:55:27.621158', 'worker [7] started')
('2015-03-21 09:55:27.621234', 'client 8 initted')
('2015-03-21 09:55:28.508819', 'put_channel : channel login, group 1, time 2015-03-21 09:55:28.508737')
('2015-03-21 09:55:28.512846', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:28.513533', 'put_channel : channel login, group 0, time 2015-03-21 09:55:28.513485')
('2015-03-21 09:55:28.517826', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:30.008212', 'put_channel : channel login, group 1, time 2015-03-21 09:55:30.008117')
('2015-03-21 09:55:30.008776', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:30.010108', 'put_channel : channel login, group 0, time 2015-03-21 09:55:30.010062')
('2015-03-21 09:55:30.019225', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:31.508472', 'put_channel : channel login, group 1, time 2015-03-21 09:55:31.508377')
('2015-03-21 09:55:31.509092', 'put_channel : channel login, group 0, time 2015-03-21 09:55:31.509011')
('2015-03-21 09:55:31.509806', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:31.520760', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:33.006632', 'put_channel : channel login, group 1, time 2015-03-21 09:55:33.006541')
('2015-03-21 09:55:33.007002', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:33.008379', 'put_channel : channel login, group 0, time 2015-03-21 09:55:33.008332')
('2015-03-21 09:55:33.023623', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 10:32:31.510029', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:31.509818')
('2015-03-21 10:32:31.510724', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:31.510635')
('2015-03-21 10:32:33.008137', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:33.008006')
('2015-03-21 10:32:33.010603', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:33.010520')
('2015-03-21 10:32:34.506765', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:34.506668')
('2015-03-21 10:32:34.509501', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:34.509453')
('2015-03-21 10:32:36.009291', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:36.009159')
('2015-03-21 10:32:36.009902', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:36.009822')
('2015-03-21 10:32:37.509390', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:37.509258')
('2015-03-21 10:32:37.510057', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:37.509977')
('2015-03-21 10:32:39.008157', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:39.008025')
('2015-03-21 10:32:39.009833', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:39.009750')
('2015-03-21 10:32:40.508093', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:40.507960')
('2015-03-21 10:32:40.509456', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:40.509374')
('2015-03-21 10:32:42.009569', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:42.009434')
('2015-03-21 10:32:42.010135', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:42.010056')
('2015-03-21 10:32:43.509662', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:43.509536')
('2015-03-21 10:32:43.510489', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:43.510410')
('2015-03-21 10:32:45.010637', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:45.010505')
('2015-03-21 10:32:45.011420', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:45.011330')
('2015-03-21 10:32:46.508778', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:46.508644')
('2015-03-21 10:32:46.512068', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:46.511977')
('2015-03-21 10:32:48.009914', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:48.009783')
('2015-03-21 10:32:48.010576', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:48.010495')
('2015-03-21 10:32:49.508471', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:49.508340')
('2015-03-21 10:32:49.509489', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:49.509408')
('2015-03-21 10:32:51.006534', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:51.006437')
('2015-03-21 10:32:51.008334', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:51.008281')
('2015-03-21 10:32:52.508147', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:52.508050')
('2015-03-21 10:32:52.509858', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:52.509810')
('2015-03-21 10:32:54.005999', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:54.005906')
('2015-03-21 10:32:54.007980', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:54.007932')
