('2015-03-21 09:55:28.321131', 'worker [8] started')
('2015-03-21 09:55:28.321266', 'client 8 initted')
('2015-03-21 09:55:28.509026', 'put_channel : channel login, group 1, time 2015-03-21 09:55:28.508925')
('2015-03-21 09:55:28.510683', 'put_channel : channel login, group 0, time 2015-03-21 09:55:28.510595')
('2015-03-21 09:55:28.517380', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:28.615532', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:30.011050', 'put_channel : channel login, group 1, time 2015-03-21 09:55:30.010916')
('2015-03-21 09:55:30.011952', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:30.013319', 'put_channel : channel login, group 0, time 2015-03-21 09:55:30.013238')
('2015-03-21 09:55:30.118252', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:31.508580', 'put_channel : channel login, group 1, time 2015-03-21 09:55:31.508436')
('2015-03-21 09:55:31.509477', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:31.510928', 'put_channel : channel login, group 0, time 2015-03-21 09:55:31.510833')
('2015-03-21 09:55:31.621704', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:33.010721', 'put_channel : channel login, group 1, time 2015-03-21 09:55:33.010588')
('2015-03-21 09:55:33.011121', 'put_channel : channel login, group 0, time 2015-03-21 09:55:33.011004')
('2015-03-21 09:55:33.011915', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:33.124611', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 10:32:31.510659', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:31.509566')
('2015-03-21 10:32:31.511284', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:31.511195')
('2015-03-21 10:32:33.008893', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:33.008723')
('2015-03-21 10:32:33.010333', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:33.010241')
('2015-03-21 10:32:34.510238', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:34.510105')
('2015-03-21 10:32:34.511462', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:34.511372')
('2015-03-21 10:32:36.011032', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:36.010882')
('2015-03-21 10:32:36.011730', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:36.011641')
('2015-03-21 10:32:37.508632', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:37.508497')
('2015-03-21 10:32:37.509839', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:37.509756')
('2015-03-21 10:32:39.008618', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:39.008495')
('2015-03-21 10:32:39.010428', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:39.010306')
('2015-03-21 10:32:40.510441', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:40.510258')
