('2014-10-18 09:21:50.585222', 'redis reader connect succeed')
('2014-10-18 09:21:50.585447', 'redis writer connect succeed')
('2014-10-18 09:21:50.611661', 'redis timer connect succeed')
('2014-10-18 09:21:50.629815', 'worker [1] started')
('2014-10-18 09:21:50.629910', 'client 11 initted')
('2014-10-18 09:21:51.012297', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:21:51.125281', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:21:52.011971', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:21:52.127092', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:21:53.011932', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:21:53.128790', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:21:54.011874', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:21:54.130121', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:21:55.011679', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:21:55.131818', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:21:56.010049', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.704987', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 36 tb0[1] 50 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.706567', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 36 tb0[1] 49 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.709183', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 36 tb0[1] 48 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.710732', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 36 tb0[1] 47 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.712404', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 36 tb0[1] 46 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.714100', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 36 tb0[1] 45 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.720691', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 36 tb0[1] 44 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.723626', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 36 tb0[1] 43 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.724990', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 36 tb0[1] 42 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.729094', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 36 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.742877', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 36 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:03.353828', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 36 tb0[1] 39 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:03.360846', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 36 tb0[1] 38 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:04.204258', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 36 tb0[1] 38 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:04.211512', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 36 tb0[1] 37 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:09.264811', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 35 tb0[1] 39 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:09.265861', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 35 tb0[1] 38 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:09.379469', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 34 tb0[1] 38 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:09.380330', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 34 tb0[1] 37 , tb1[0] 0 tb1[1] 0')
