('2014-10-18 09:18:30.364762', 'redis reader connect succeed')
('2014-10-18 09:18:30.364988', 'redis writer connect succeed')
('2014-10-18 09:18:30.398814', 'redis timer connect succeed')
('2014-10-18 09:18:30.423253', 'worker [4] started')
('2014-10-18 09:18:30.423357', 'client 10 initted')
('2014-10-18 09:18:31.012130', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:31.418315', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:32.011168', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:32.420198', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:33.011403', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:33.422007', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:34.011708', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:34.424018', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:35.009247', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:35.425375', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.657087', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 38 tb0[1] 50 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.658355', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 38 tb0[1] 49 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.659570', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 38 tb0[1] 48 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.660691', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 38 tb0[1] 47 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.661821', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 38 tb0[1] 46 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.664197', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 38 tb0[1] 45 , tb1[0] 0 tb1[1] 0')
