('2014-10-18 09:18:24.789050', 'redis reader connect succeed')
('2014-10-18 09:18:24.789274', 'redis writer connect succeed')
('2014-10-18 09:18:24.822461', 'redis timer connect succeed')
('2014-10-18 09:18:24.842984', 'worker [2] started')
('2014-10-18 09:18:24.843077', 'client 11 initted')
('2014-10-18 09:18:25.010531', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:25.338182', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:26.014017', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:26.340169', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:27.012550', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:27.341992', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:28.012039', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:28.343821', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:29.011960', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:29.345066', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 09:18:30.011122', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.295442', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 50 tb0[1] 51 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.298020', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 50 tb0[1] 50 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.298833', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 49 tb0[1] 50 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.300392', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 49 tb0[1] 49 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.301825', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 48 tb0[1] 49 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.302642', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 48 tb0[1] 48 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.304391', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 47 tb0[1] 48 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.306118', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 47 tb0[1] 47 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.307005', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 46 tb0[1] 47 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.311360', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 46 tb0[1] 46 , tb1[0] 0 tb1[1] 0')
('2014-10-18 10:35:02.314799', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 45 tb0[1] 46 , tb1[0] 0 tb1[1] 0')
