('2015-01-17 09:36:44.706522', 'worker [5] started')
('2015-01-17 09:36:44.706579', 'client 9 initted')
('2015-01-17 09:36:45.006396', 'put_channel : channel login, group 1, time 2015-01-17 09:36:45.006333')
('2015-01-17 09:36:45.009401', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:45.009778', 'put_channel : channel login, group 0, time 2015-01-17 09:36:45.009730')
('2015-01-17 09:36:45.304322', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:46.508985', 'put_channel : channel login, group 1, time 2015-01-17 09:36:46.508916')
('2015-01-17 09:36:46.509398', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:46.509945', 'put_channel : channel login, group 0, time 2015-01-17 09:36:46.509903')
('2015-01-17 09:36:46.806755', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:48.008306', 'put_channel : channel login, group 1, time 2015-01-17 09:36:48.008243')
('2015-01-17 09:36:48.008656', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:48.009452', 'put_channel : channel login, group 0, time 2015-01-17 09:36:48.009377')
('2015-01-17 09:36:48.309686', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:49.508005', 'put_channel : channel login, group 1, time 2015-01-17 09:36:49.507932')
('2015-01-17 09:36:49.508389', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:49.509125', 'put_channel : channel login, group 0, time 2015-01-17 09:36:49.509091')
('2015-01-17 09:36:49.511246', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:51.006781', 'put_channel : channel login, group 1, time 2015-01-17 09:36:51.006714')
