('2014-09-20 09:26:45.039162', 'redis reader connect succeed')
('2014-09-20 09:26:45.039359', 'redis writer connect succeed')
('2014-09-20 09:26:45.064911', 'redis timer connect succeed')
('2014-09-20 09:26:45.079617', 'worker [3] started')
('2014-09-20 09:26:45.079707', 'client 11 initted')
('2014-09-20 09:26:46.010311', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-09-20 09:26:46.076252', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-09-20 09:26:47.010178', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-09-20 09:26:47.077774', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-09-20 09:26:48.010023', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-09-20 09:26:48.078875', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-09-20 09:26:49.009616', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-09-20 09:26:49.080041', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-09-20 09:26:50.010458', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-09-20 09:26:50.081940', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-09-20 09:26:51.009708', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-09-20 10:32:32.155672', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 37 tb0[1] 28 , tb1[0] 0 tb1[1] 0')
('2014-09-20 10:32:32.156415', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 36 tb0[1] 28 , tb1[0] 0 tb1[1] 0')
('2014-09-20 10:32:32.157013', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 35 tb0[1] 28 , tb1[0] 0 tb1[1] 0')
('2014-09-20 10:32:32.157574', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 34 tb0[1] 28 , tb1[0] 0 tb1[1] 0')
('2014-09-20 10:32:32.158093', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 33 tb0[1] 28 , tb1[0] 0 tb1[1] 0')
('2014-09-20 10:32:32.159150', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 32 tb0[1] 28 , tb1[0] 0 tb1[1] 0')
('2014-09-20 10:32:32.160170', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 31 tb0[1] 28 , tb1[0] 0 tb1[1] 0')
('2014-09-20 10:32:32.160915', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 30 tb0[1] 28 , tb1[0] 0 tb1[1] 0')
('2014-09-20 10:32:32.161434', 'fd_channel : login[0] 0 login[1] 1 , tb0[0] 29 tb0[1] 28 , tb1[0] 0 tb1[1] 0')
