('2015-01-17 09:36:46.842076', 'worker [2] started')
('2015-01-17 09:36:46.842137', 'client 9 initted')
('2015-01-17 09:36:48.026931', 'put_channel : channel login, group 1, time 2015-01-17 09:36:48.026844')
('2015-01-17 09:36:48.030378', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:48.030940', 'put_channel : channel login, group 0, time 2015-01-17 09:36:48.030892')
('2015-01-17 09:36:48.039668', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:49.526037', 'put_channel : channel login, group 1, time 2015-01-17 09:36:49.525928')
('2015-01-17 09:36:49.526530', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:49.527161', 'put_channel : channel login, group 0, time 2015-01-17 09:36:49.527120')
('2015-01-17 09:36:49.541332', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:51.025661', 'put_channel : channel login, group 1, time 2015-01-17 09:36:51.025585')
('2015-01-17 09:36:51.026097', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:51.027354', 'put_channel : channel login, group 0, time 2015-01-17 09:36:51.027312')
('2015-01-17 09:36:51.042816', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:52.525981', 'put_channel : channel login, group 1, time 2015-01-17 09:36:52.525905')
('2015-01-17 09:36:52.526450', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:52.527313', 'put_channel : channel login, group 0, time 2015-01-17 09:36:52.527272')
('2015-01-17 09:36:52.544167', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
