log/01_log_warning.log:('2015-01-17 11:30:12.659309', "client 52538800 bids finished. price : ['73700', None, None] . Quit.....")
log/01_log_warning.log:('2015-01-17 11:30:12.659747', "client 52577827 bids finished. price : ['73700', None, None] . Quit.....")
log/01_log_warning.log:('2015-01-17 11:30:13.069379', "client 52546895 bids finished. price : ['73700', None, None] . Quit.....")
log/01_log_warning.log:('2015-01-17 11:30:13.081656', "client 52509748 bids finished. price : ['73700', None, None] . Quit.....")
log/01_log_warning.log:('2015-01-17 11:30:13.889503', "client 52573228 bids finished. price : ['73700', None, None] . Quit.....")
log/01_log_warning.log:('2015-01-17 11:30:19.463504', "client 52353608 bids finished. price : ['73700', None, None] . Quit.....")
log/01_log_warning.log:('2015-01-17 11:30:22.808431', "client 52398497 bids finished. price : ['73700', None, None] . Quit.....")
log/01_log_warning.log:('2015-01-17 11:30:22.809421', "client 52443054 bids finished. price : ['73700', None, None] . Quit.....")
log/01_log_warning.log:('2015-01-17 11:30:22.810303', "client 52528674 bids finished. price : ['73700', None, None] . Quit.....")
log/02_log_warning.log:('2015-01-17 11:30:09.248953', "client 52471686 bids finished. price : ['73700', None, '74300'] . Quit.....")
log/02_log_warning.log:('2015-01-17 11:30:12.116991', "client 52411707 bids finished. price : ['73700', None, None] . Quit.....")
log/02_log_warning.log:('2015-01-17 11:30:12.311579', "client 52785130 bids finished. price : ['73700', None, None] . Quit.....")
log/02_log_warning.log:('2015-01-17 11:30:12.319290', "client 52516593 bids finished. price : ['73700', None, None] . Quit.....")
log/02_log_warning.log:('2015-01-17 11:30:12.319802', "client 52330343 bids finished. price : ['73700', None, None] . Quit.....")
log/02_log_warning.log:('2015-01-17 11:30:12.330329', "client 52482515 bids finished. price : ['73700', None, None] . Quit.....")
log/02_log_warning.log:('2015-01-17 11:30:16.127884', "client 52520123 bids finished. price : ['73700', None, None] . Quit.....")
log/02_log_warning.log:('2015-01-17 11:30:16.128468', "client 52490363 bids finished. price : ['73700', None, None] . Quit.....")
log/02_log_warning.log:('2015-01-17 11:30:23.106837', "client 52393676 bids finished. price : ['73700', None, None] . Quit.....")
log/03_log_warning.log:('2015-01-17 11:30:12.516026', "client 52465815 bids finished. price : ['73700', None, None] . Quit.....")
log/03_log_warning.log:('2015-01-17 11:30:12.519532', "client 52526236 bids finished. price : ['73700', None, None] . Quit.....")
log/03_log_warning.log:('2015-01-17 11:30:12.719046', "client 52494825 bids finished. price : ['73700', None, None] . Quit.....")
log/03_log_warning.log:('2015-01-17 11:30:13.941454', "client 52496916 bids finished. price : ['73700', None, None] . Quit.....")
log/03_log_warning.log:('2015-01-17 11:30:13.944925', "client 52512481 bids finished. price : ['73700', None, None] . Quit.....")
log/03_log_warning.log:('2015-01-17 11:30:14.174212', "client 52312655 bids finished. price : ['73700', None, None] . Quit.....")
log/03_log_warning.log:('2015-01-17 11:30:16.729056', "client 52507677 bids finished. price : ['73700', None, None] . Quit.....")
log/03_log_warning.log:('2015-01-17 11:30:19.501630', "client 52365935 bids finished. price : ['73700', None, None] . Quit.....")
log/03_log_warning.log:('2015-01-17 11:30:21.355482', "client 52774752 bids finished. price : ['73700', None, None] . Quit.....")
log/04_log_warning.log:('2015-01-17 11:30:09.729748', "client 52318179 bids finished. price : ['73700', None, '74300'] . Quit.....")
log/04_log_warning.log:('2015-01-17 11:30:09.808929', "client 52396155 bids finished. price : ['73700', None, '74300'] . Quit.....")
log/04_log_warning.log:('2015-01-17 11:30:13.765380', "client 52375332 bids finished. price : ['73700', None, None] . Quit.....")
log/04_log_warning.log:('2015-01-17 11:30:14.635219', "client 52477639 bids finished. price : ['73700', None, None] . Quit.....")
log/04_log_warning.log:('2015-01-17 11:30:15.645786', "client 52587520 bids finished. price : ['73700', None, None] . Quit.....")
log/04_log_warning.log:('2015-01-17 11:30:16.953575', "client 52514721 bids finished. price : ['73700', None, None] . Quit.....")
log/04_log_warning.log:('2015-01-17 11:30:21.775615', "client 52273399 bids finished. price : ['73700', None, None] . Quit.....")
log/04_log_warning.log:('2015-01-17 11:30:22.662237', "client 52500420 bids finished. price : ['73700', None, None] . Quit.....")
log/04_log_warning.log:('2015-01-17 11:30:23.144108', "client 52545368 bids finished. price : ['73700', None, '74300'] . Quit.....")
log/05_log_warning.log:('2015-01-17 11:30:16.657387', "client 52455494 bids finished. price : ['73700', None, None] . Quit.....")
log/05_log_warning.log:('2015-01-17 11:30:17.890776', "client 52484185 bids finished. price : ['73700', None, None] . Quit.....")
log/05_log_warning.log:('2015-01-17 11:30:18.795314', "client 52471854 bids finished. price : ['73700', None, None] . Quit.....")
log/05_log_warning.log:('2015-01-17 11:30:19.447802', "client 52417916 bids finished. price : ['73700', None, None] . Quit.....")
log/05_log_warning.log:('2015-01-17 11:30:19.448168', "client 52558776 bids finished. price : ['73700', None, None] . Quit.....")
log/05_log_warning.log:('2015-01-17 11:30:19.459616', "client 52368932 bids finished. price : ['73700', None, None] . Quit.....")
log/05_log_warning.log:('2015-01-17 11:30:22.805689', "client 52778958 bids finished. price : ['73700', None, None] . Quit.....")
log/05_log_warning.log:('2015-01-17 11:30:22.806156', "client 52479116 bids finished. price : ['73700', None, None] . Quit.....")
log/05_log_warning.log:('2015-01-17 11:30:23.298375', "client 52464274 bids finished. price : ['73700', None, None] . Quit.....")
log/06_log_warning.log:('2015-01-17 11:30:10.890085', "client 52455722 bids finished. price : ['73700', None, '74300'] . Quit.....")
log/06_log_warning.log:('2015-01-17 11:30:12.594320', "client 52423423 bids finished. price : ['73700', None, None] . Quit.....")
log/06_log_warning.log:('2015-01-17 11:30:14.127471', "client 52757630 bids finished. price : ['73700', None, None] . Quit.....")
log/06_log_warning.log:('2015-01-17 11:30:14.322964', "client 52595949 bids finished. price : ['73700', None, None] . Quit.....")
log/06_log_warning.log:('2015-01-17 11:30:15.548902', "client 52501619 bids finished. price : ['73700', None, None] . Quit.....")
log/06_log_warning.log:('2015-01-17 11:30:19.368608', "client 52368436 bids finished. price : ['73700', None, None] . Quit.....")
log/06_log_warning.log:('2015-01-17 11:30:19.377878', "client 52451629 bids finished. price : ['73700', None, None] . Quit.....")
log/06_log_warning.log:('2015-01-17 11:30:23.140189', "client 52501219 bids finished. price : ['73700', None, '74300'] . Quit.....")
log/06_log_warning.log:('2015-01-17 11:30:23.218551', "client 52508099 bids finished. price : ['73700', None, '74300'] . Quit.....")
log/07_log_warning.log:('2015-01-17 11:30:10.825907', "client 52391372 bids finished. price : ['73700', None, '74300'] . Quit.....")
log/07_log_warning.log:('2015-01-17 11:30:12.491663', "client 52472272 bids finished. price : ['73700', None, None] . Quit.....")
log/07_log_warning.log:('2015-01-17 11:30:13.016600', "client 52342316 bids finished. price : ['73700', None, '74300'] . Quit.....")
log/07_log_warning.log:('2015-01-17 11:30:13.842224', "client 52496901 bids finished. price : ['73700', None, None] . Quit.....")
log/07_log_warning.log:('2015-01-17 11:30:15.769599', "client 52783352 bids finished. price : ['73700', None, None] . Quit.....")
log/07_log_warning.log:('2015-01-17 11:30:19.416776', "client 52480495 bids finished. price : ['73700', None, None] . Quit.....")
log/07_log_warning.log:('2015-01-17 11:30:19.765007', "client 52468792 bids finished. price : ['73700', None, None] . Quit.....")
log/07_log_warning.log:('2015-01-17 11:30:22.758546', "client 52497799 bids finished. price : ['73700', None, None] . Quit.....")
log/07_log_warning.log:('2015-01-17 11:30:23.335735', "client 52370170 bids finished. price : ['73700', None, '74300'] . Quit.....")
log/08_log_warning.log:('2015-01-17 11:30:09.899711', "client 52590276 bids finished. price : ['73700', None, '74300'] . Quit.....")
log/08_log_warning.log:('2015-01-17 11:30:10.605506', "client 52711019 bids finished. price : ['73700', None, '74300'] . Quit.....")
log/08_log_warning.log:('2015-01-17 11:30:12.669344', "client 52429118 bids finished. price : ['73700', None, None] . Quit.....")
log/08_log_warning.log:('2015-01-17 11:30:13.070709', "client 52745902 bids finished. price : ['73700', None, None] . Quit.....")
log/08_log_warning.log:('2015-01-17 11:30:16.452562', "client 52563288 bids finished. price : ['73700', None, None] . Quit.....")
log/08_log_warning.log:('2015-01-17 11:30:16.471987', "client 52468060 bids finished. price : ['73700', None, None] . Quit.....")
log/08_log_warning.log:('2015-01-17 11:30:17.880634', "client 52500364 bids finished. price : ['73700', None, None] . Quit.....")
log/08_log_warning.log:('2015-01-17 11:30:19.451706', "client 52520617 bids finished. price : ['73700', None, None] . Quit.....")
log/08_log_warning.log:('2015-01-17 11:30:19.454060', "client 52521008 bids finished. price : ['73700', None, None] . Quit.....")
log/09_log_warning.log:('2015-01-17 11:30:12.114539', "client 52797248 bids finished. price : ['73700', None, None] . Quit.....")
log/09_log_warning.log:('2015-01-17 11:30:12.294705', 'client 52499264 bids finished. price : [None, None, None] . Quit.....')
log/09_log_warning.log:('2015-01-17 11:30:12.295061', "client 52589453 bids finished. price : ['73700', None, None] . Quit.....")
log/09_log_warning.log:('2015-01-17 11:30:12.708615', "client 52475943 bids finished. price : ['73700', None, None] . Quit.....")
log/09_log_warning.log:('2015-01-17 11:30:13.516241', "client 52450088 bids finished. price : ['73700', None, None] . Quit.....")
log/09_log_warning.log:('2015-01-17 11:30:16.985689', "client 52399631 bids finished. price : ['73700', None, '74300'] . Quit.....")
log/09_log_warning.log:('2015-01-17 11:30:20.404957', "client 52765655 bids finished. price : ['73700', None, None] . Quit.....")
log/09_log_warning.log:('2015-01-17 11:30:22.288224', "client 52354164 bids finished. price : ['73700', None, None] . Quit.....")
log/09_log_warning.log:('2015-01-17 11:30:22.422497', "client 52455030 bids finished. price : ['73700', None, None] . Quit.....")
