('2014-12-20 09:48:17.472270', 'worker [7] started')
('2014-12-20 09:48:17.472348', 'client 8 initted')
('2014-12-20 09:48:18.029135', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:18.069900', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:20.025572', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:20.172288', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:22.024609', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:22.274592', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:24.027451', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 09:48:24.076536', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.991003', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 44 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.992282', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 43 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.992964', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 42 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.993788', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.994424', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.995122', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 39 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.995937', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 38 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:01.997070', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 45 tb0[1] 37 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:10.921920', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 49 tb0[1] 42 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:10.922942', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 49 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:15.379572', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 50 tb0[1] 43 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:15.380382', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 50 tb0[1] 42 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:15.381604', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 49 tb0[1] 42 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:15.382485', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 49 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:17.501224', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 49 tb0[1] 42 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:17.502324', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 49 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:17.548306', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 48 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:17.549057', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 48 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:19.550540', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 48 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:19.551392', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 48 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:23.222147', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 49 tb0[1] 42 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:23.223193', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 49 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:24.112102', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 49 tb0[1] 42 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:24.112926', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 49 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:24.127458', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 48 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:24.128661', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 48 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:34:51.553128', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 61 tb0[1] 52 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:35:07.212070', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 64 tb0[1] 55 , tb1[0] 0 tb1[1] 0')
('2014-12-20 10:35:07.215689', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 55 tb0[1] 55 , tb1[0] 0 tb1[1] 0')
('2014-12-20 11:29:40.918406', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 55 tb0[1] 55 , tb1[0] 55 tb1[1] 48')
('2014-12-20 11:29:40.920034', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 55 tb0[1] 55 , tb1[0] 55 tb1[1] 47')
('2014-12-20 11:29:40.920946', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 55 tb0[1] 55 , tb1[0] 55 tb1[1] 46')
('2014-12-20 11:29:40.921794', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 55 tb0[1] 55 , tb1[0] 55 tb1[1] 45')
