('2015-03-21 09:55:39.787655', 'worker [7] started')
('2015-03-21 09:55:39.787728', 'client 9 initted')
('2015-03-21 09:55:40.525573', 'put_channel : channel login, group 0, time 2015-03-21 09:55:40.525494')
('2015-03-21 09:55:40.527143', 'put_channel : channel login, group 1, time 2015-03-21 09:55:40.527061')
('2015-03-21 09:55:40.530895', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:40.684592', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:42.026200', 'put_channel : channel login, group 0, time 2015-03-21 09:55:42.026118')
('2015-03-21 09:55:42.027302', 'put_channel : channel login, group 1, time 2015-03-21 09:55:42.027253')
('2015-03-21 09:55:42.027707', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:42.186414', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:43.526482', 'put_channel : channel login, group 0, time 2015-03-21 09:55:43.526399')
('2015-03-21 09:55:43.526763', 'put_channel : channel login, group 1, time 2015-03-21 09:55:43.526694')
('2015-03-21 09:55:43.527313', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:43.688117', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:45.025094', 'put_channel : channel login, group 0, time 2015-03-21 09:55:45.025004')
('2015-03-21 09:55:45.026031', 'put_channel : channel login, group 1, time 2015-03-21 09:55:45.025988')
('2015-03-21 09:55:45.026445', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:45.189792', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:46.523936', 'put_channel : channel login, group 0, time 2015-03-21 09:55:46.523857')
('2015-03-21 09:55:46.526837', 'put_channel : channel login, group 1, time 2015-03-21 09:55:46.526794')
('2015-03-21 09:55:46.527212', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 10:32:34.528967', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:34.528869')
('2015-03-21 10:32:34.529457', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:34.529389')
('2015-03-21 10:32:35.523729', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:35.523642')
('2015-03-21 10:32:35.526862', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:35.526812')
('2015-03-21 10:32:36.026177', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:36.026097')
('2015-03-21 10:32:36.026556', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:36.026511')
('2015-03-21 10:32:36.028243', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:36.028138')
('2015-03-21 10:32:36.029009', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:36.028962')
('2015-03-21 10:32:37.526835', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:37.526713')
('2015-03-21 10:32:37.527430', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:37.527312')
('2015-03-21 10:32:39.024515', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:39.024427')
('2015-03-21 10:32:39.025072', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:39.025030')
('2015-03-21 10:32:40.525779', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:40.525690')
('2015-03-21 10:32:40.526182', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:40.526134')
('2015-03-21 10:32:42.026771', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:42.026687')
('2015-03-21 10:32:42.028168', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:42.028125')
('2015-03-21 10:32:43.526351', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:43.526268')
('2015-03-21 10:32:43.526712', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:43.526605')
('2015-03-21 10:32:45.024791', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:45.024713')
('2015-03-21 10:32:45.025660', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:45.025617')
('2015-03-21 10:32:46.524028', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:46.523946')
('2015-03-21 10:32:46.526188', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:46.526145')
('2015-03-21 10:32:48.025562', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:48.025479')
('2015-03-21 10:32:48.026715', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:48.026672')
('2015-03-21 10:32:49.526366', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:49.526283')
('2015-03-21 10:32:49.527128', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:49.527087')
('2015-03-21 10:32:51.024504', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:51.024407')
('2015-03-21 10:32:51.025454', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:51.025391')
('2015-03-21 10:32:52.526760', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:52.526675')
('2015-03-21 10:32:52.527388', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:52.527346')
('2015-03-21 10:32:54.024906', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:54.024815')
('2015-03-21 10:32:54.025721', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:54.025647')
('2015-03-21 10:32:55.527003', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:55.526891')
('2015-03-21 10:32:55.527838', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:55.527761')
('2015-03-21 10:32:57.025024', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:57.024944')
('2015-03-21 10:32:57.027658', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:57.027554')
('2015-03-21 10:32:58.526548', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:58.526474')
('2015-03-21 10:32:58.526926', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:58.526879')
