('2015-03-21 09:55:40.330598', 'worker [9] started')
('2015-03-21 09:55:40.330676', 'client 8 initted')
('2015-03-21 09:55:40.527201', 'put_channel : channel login, group 0, time 2015-03-21 09:55:40.527096')
('2015-03-21 09:55:40.527999', 'put_channel : channel login, group 1, time 2015-03-21 09:55:40.527958')
('2015-03-21 09:55:40.533280', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:40.628178', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:42.025057', 'put_channel : channel login, group 0, time 2015-03-21 09:55:42.024942')
('2015-03-21 09:55:42.027323', 'put_channel : channel login, group 1, time 2015-03-21 09:55:42.027231')
('2015-03-21 09:55:42.027894', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:42.130360', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:43.526120', 'put_channel : channel login, group 1, time 2015-03-21 09:55:43.526034')
('2015-03-21 09:55:43.526553', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:43.527246', 'put_channel : channel login, group 0, time 2015-03-21 09:55:43.527206')
('2015-03-21 09:55:43.632108', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:45.024874', 'put_channel : channel login, group 1, time 2015-03-21 09:55:45.024800')
('2015-03-21 09:55:45.025368', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:45.026084', 'put_channel : channel login, group 0, time 2015-03-21 09:55:45.026033')
('2015-03-21 09:55:45.134165', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 10:32:34.527782', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:34.527691')
('2015-03-21 10:32:34.529219', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:34.529175')
('2015-03-21 10:32:35.526487', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:35.526363')
('2015-03-21 10:32:35.527003', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:35.526893')
('2015-03-21 10:32:36.024898', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:36.024786')
('2015-03-21 10:32:36.026538', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:36.026447')
('2015-03-21 10:32:36.027758', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:36.027707')
('2015-03-21 10:32:36.029405', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:36.029336')
('2015-03-21 10:32:37.524663', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:37.524543')
('2015-03-21 10:32:37.525852', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:37.525799')
('2015-03-21 10:32:39.025297', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:39.025201')
('2015-03-21 10:32:39.026603', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:39.026532')
('2015-03-21 10:32:40.525881', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:40.525797')
('2015-03-21 10:32:40.526892', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:40.526851')
('2015-03-21 10:32:42.025139', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:42.025056')
('2015-03-21 10:32:42.027414', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:42.027363')
('2015-03-21 10:32:43.526128', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:43.526041')
('2015-03-21 10:32:43.526903', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:43.526859')
('2015-03-21 10:32:45.025820', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:45.025715')
('2015-03-21 10:32:45.027035', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:45.026992')
('2015-03-21 10:32:46.527162', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:46.527056')
('2015-03-21 10:32:46.527558', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:46.527436')
('2015-03-21 10:32:48.026750', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:48.026649')
('2015-03-21 10:32:48.027283', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:48.027238')
('2015-03-21 10:32:49.525523', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:49.525436')
('2015-03-21 10:32:49.526393', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:49.526351')
('2015-03-21 10:32:51.026107', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:51.026007')
('2015-03-21 10:32:51.026812', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:51.026760')
('2015-03-21 10:32:52.526227', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:52.526149')
('2015-03-21 10:32:52.526546', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:52.526496')
('2015-03-21 10:32:54.026236', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:54.026148')
('2015-03-21 10:32:54.026888', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:54.026839')
('2015-03-21 10:32:55.524623', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:55.524508')
('2015-03-21 10:32:55.526566', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:55.526523')
('2015-03-21 10:32:57.025864', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:57.025774')
('2015-03-21 10:32:57.026733', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:57.026682')
('2015-03-21 10:32:58.524985', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:58.524885')
('2015-03-21 10:32:58.525703', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:58.525661')
('2015-03-21 10:33:00.025795', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:00.025679')
('2015-03-21 10:33:00.026450', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:00.026407')
('2015-03-21 10:33:01.525874', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:01.525774')
('2015-03-21 10:33:01.526678', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:01.526632')
('2015-03-21 10:33:03.025849', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:03.025748')
('2015-03-21 10:33:03.026612', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:03.026569')
('2015-03-21 10:33:04.524510', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:04.524396')
('2015-03-21 10:33:04.524973', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:04.524870')
('2015-03-21 10:33:06.026737', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:06.026649')
('2015-03-21 10:33:06.027329', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:06.027278')
('2015-03-21 10:33:07.527657', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:07.527542')
('2015-03-21 10:33:07.528090', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:07.528023')
('2015-03-21 10:33:09.024734', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:09.024645')
('2015-03-21 10:33:09.025449', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:09.025399')
('2015-03-21 10:33:10.525546', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:10.525454')
('2015-03-21 10:33:10.525976', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:10.525928')
('2015-03-21 10:33:12.026381', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:12.026296')
('2015-03-21 10:33:12.028046', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:12.027983')
('2015-03-21 10:33:13.526396', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:13.526308')
('2015-03-21 10:33:13.527814', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:13.527761')
('2015-03-21 10:33:15.028179', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:15.028072')
('2015-03-21 10:33:15.028402', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:15.028352')
('2015-03-21 10:33:28.040975', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:28.040831')
('2015-03-21 10:33:28.525949', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:28.525864')
('2015-03-21 10:33:28.530506', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:28.530460')
('2015-03-21 10:33:28.532345', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:28.532267')
('2015-03-21 10:33:28.650272', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:28.650149')
('2015-03-21 10:33:29.535463', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:29.535368')
