('2015-03-21 09:55:38.672312', 'worker [3] started')
('2015-03-21 09:55:38.672386', 'client 8 initted')
('2015-03-21 09:55:39.025611', 'put_channel : channel login, group 0, time 2015-03-21 09:55:39.025543')
('2015-03-21 09:55:39.026037', 'put_channel : channel login, group 1, time 2015-03-21 09:55:39.026001')
('2015-03-21 09:55:39.029298', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:39.269980', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:40.525703', 'put_channel : channel login, group 0, time 2015-03-21 09:55:40.525625')
('2015-03-21 09:55:40.526358', 'put_channel : channel login, group 1, time 2015-03-21 09:55:40.526323')
('2015-03-21 09:55:40.526722', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:40.771919', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:42.024891', 'put_channel : channel login, group 0, time 2015-03-21 09:55:42.024779')
('2015-03-21 09:55:42.025737', 'put_channel : channel login, group 1, time 2015-03-21 09:55:42.025699')
('2015-03-21 09:55:42.026166', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:42.273589', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:43.526069', 'put_channel : channel login, group 0, time 2015-03-21 09:55:43.525991')
('2015-03-21 09:55:43.527427', 'put_channel : channel login, group 1, time 2015-03-21 09:55:43.527386')
('2015-03-21 09:55:43.527831', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:43.775329', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 10:32:34.527026', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:34.526907')
('2015-03-21 10:32:34.527474', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:34.527407')
('2015-03-21 10:32:35.519967', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:35.519883')
('2015-03-21 10:32:35.521756', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:35.521719')
('2015-03-21 10:32:36.024831', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:36.024763')
('2015-03-21 10:32:36.025493', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:36.025451')
('2015-03-21 10:32:36.029210', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:36.029173')
('2015-03-21 10:32:36.029659', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:36.029622')
('2015-03-21 10:32:37.525857', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:37.525773')
('2015-03-21 10:32:37.526415', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:37.526350')
('2015-03-21 10:32:39.026317', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:39.026223')
('2015-03-21 10:32:39.026643', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:39.026602')
('2015-03-21 10:32:40.523987', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:40.523907')
('2015-03-21 10:32:40.526918', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:40.526881')
('2015-03-21 10:32:42.025592', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:42.025513')
('2015-03-21 10:32:42.027160', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:42.027122')
('2015-03-21 10:32:43.524897', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:43.524819')
('2015-03-21 10:32:43.525905', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:43.525869')
('2015-03-21 10:32:45.025954', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:45.025880')
('2015-03-21 10:32:45.026281', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:45.026239')
('2015-03-21 10:32:46.524865', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:46.524787')
('2015-03-21 10:32:46.525295', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:46.525231')
('2015-03-21 10:32:48.023921', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:48.023858')
('2015-03-21 10:32:48.026277', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:48.026225')
('2015-03-21 10:32:49.525264', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:49.525178')
('2015-03-21 10:32:49.526938', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:49.526868')
('2015-03-21 10:32:51.024721', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:51.024643')
('2015-03-21 10:32:51.025455', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:51.025403')
('2015-03-21 10:32:52.526013', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:52.525932')
('2015-03-21 10:32:52.526575', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:52.526537')
('2015-03-21 10:32:54.024016', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:54.023947')
('2015-03-21 10:32:54.026923', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:54.026887')
('2015-03-21 10:32:55.524125', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:55.524042')
('2015-03-21 10:32:55.525177', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:55.525135')
('2015-03-21 10:32:57.026628', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:57.026559')
('2015-03-21 10:32:57.027010', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:57.026939')
('2015-03-21 10:32:58.525229', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:58.525151')
('2015-03-21 10:32:58.526378', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:58.526334')
('2015-03-21 10:33:00.024988', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:00.024911')
('2015-03-21 10:33:00.025257', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:00.025208')
('2015-03-21 10:33:01.524070', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:01.523989')
('2015-03-21 10:33:01.526704', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:01.526635')
('2015-03-21 10:33:03.026296', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:03.026219')
('2015-03-21 10:33:03.026823', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:03.026787')
('2015-03-21 10:33:04.525839', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:04.525759')
('2015-03-21 10:33:04.526173', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:04.526137')
('2015-03-21 10:33:06.024933', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:06.024862')
('2015-03-21 10:33:06.025276', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:06.025240')
('2015-03-21 10:33:07.522967', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:07.522865')
('2015-03-21 10:33:07.525275', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:07.525240')
('2015-03-21 10:33:09.025784', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:09.025713')
('2015-03-21 10:33:09.026151', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:09.026109')
('2015-03-21 10:33:10.525085', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:10.525002')
('2015-03-21 10:33:10.525798', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:10.525761')
('2015-03-21 10:33:12.024657', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:12.024558')
('2015-03-21 10:33:12.025270', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:12.025233')
('2015-03-21 10:33:13.524749', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:13.524669')
('2015-03-21 10:33:13.529069', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:13.528992')
('2015-03-21 10:33:15.024685', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:15.024594')
('2015-03-21 10:33:15.025999', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:15.025926')
('2015-03-21 10:33:26.523150', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:26.523061')
('2015-03-21 10:33:27.026320', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:27.026241')
('2015-03-21 10:33:28.525918', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:28.525847')
