('2015-03-21 09:55:38.917515', 'worker [4] started')
('2015-03-21 09:55:38.917576', 'client 8 initted')
('2015-03-21 09:55:39.024867', 'put_channel : channel login, group 1, time 2015-03-21 09:55:39.024795')
('2015-03-21 09:55:39.025653', 'put_channel : channel login, group 0, time 2015-03-21 09:55:39.025609')
('2015-03-21 09:55:39.028554', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:39.215516', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:40.524559', 'put_channel : channel login, group 1, time 2015-03-21 09:55:40.524458')
('2015-03-21 09:55:40.524912', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:40.526735', 'put_channel : channel login, group 0, time 2015-03-21 09:55:40.526698')
('2015-03-21 09:55:40.717342', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:42.025983', 'put_channel : channel login, group 1, time 2015-03-21 09:55:42.025912')
('2015-03-21 09:55:42.026601', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:42.027289', 'put_channel : channel login, group 0, time 2015-03-21 09:55:42.027252')
('2015-03-21 09:55:42.219259', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:43.525231', 'put_channel : channel login, group 1, time 2015-03-21 09:55:43.525142')
('2015-03-21 09:55:43.525762', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:43.527824', 'put_channel : channel login, group 0, time 2015-03-21 09:55:43.527789')
('2015-03-21 09:55:43.721012', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 10:32:34.527695', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:34.527611')
('2015-03-21 10:32:34.528151', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:34.528064')
('2015-03-21 10:32:35.524793', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:35.524682')
('2015-03-21 10:32:35.526427', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:35.526389')
('2015-03-21 10:32:36.026536', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:36.026457')
('2015-03-21 10:32:36.026913', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:36.026877')
('2015-03-21 10:32:36.027249', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:36.027200')
('2015-03-21 10:32:36.028031', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:36.027996')
('2015-03-21 10:32:37.526924', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:37.526842')
('2015-03-21 10:32:37.527579', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:37.527539')
('2015-03-21 10:32:39.024666', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:39.024588')
('2015-03-21 10:32:39.026270', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:39.026230')
('2015-03-21 10:32:40.526253', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:40.526150')
('2015-03-21 10:32:40.526641', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:40.526596')
('2015-03-21 10:32:42.025395', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:42.025319')
('2015-03-21 10:32:42.025779', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:42.025743')
('2015-03-21 10:32:43.525690', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:43.525597')
('2015-03-21 10:32:43.526039', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:43.525998')
('2015-03-21 10:32:45.026035', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:45.025948')
('2015-03-21 10:32:46.526423', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:46.526338')
('2015-03-21 10:32:48.024957', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:48.024874')
('2015-03-21 10:32:49.524163', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:49.524075')
('2015-03-21 10:32:51.027143', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:51.027057')
('2015-03-21 10:32:52.525755', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:52.525662')
('2015-03-21 10:32:53.525512', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:53.525426')
('2015-03-21 10:32:53.536710', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:53.536629')
('2015-03-21 10:32:54.025468', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:54.025382')
('2015-03-21 10:32:54.027303', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:54.027258')
('2015-03-21 10:32:55.526739', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:55.526642')
('2015-03-21 10:32:55.527140', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:55.527052')
('2015-03-21 10:32:57.026388', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:57.026296')
('2015-03-21 10:32:57.026849', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:57.026810')
('2015-03-21 10:32:58.524603', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:58.524524')
('2015-03-21 10:32:58.527260', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:58.527224')
('2015-03-21 10:33:00.024134', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:00.024056')
('2015-03-21 10:33:00.025696', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:00.025643')
('2015-03-21 10:33:00.056514', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:00.056450')
('2015-03-21 10:33:01.526048', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:01.525972')
('2015-03-21 10:33:01.527267', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:01.527230')
('2015-03-21 10:33:03.026414', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:03.026331')
('2015-03-21 10:33:04.524808', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:04.524711')
('2015-03-21 10:33:06.025822', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:06.025741')
('2015-03-21 10:33:07.024795', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:07.024713')
('2015-03-21 10:33:07.524340', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:07.524263')
('2015-03-21 10:33:07.525416', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:07.525380')
('2015-03-21 10:33:07.528747', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:07.528712')
('2015-03-21 10:33:09.026098', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:09.026004')
('2015-03-21 10:33:09.027192', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:09.027150')
('2015-03-21 10:33:10.041625', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:10.041502')
('2015-03-21 10:33:10.524357', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:10.524280')
('2015-03-21 10:33:10.526319', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:10.526283')
('2015-03-21 10:33:12.025302', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:12.025215')
('2015-03-21 10:33:12.026830', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:12.026792')
('2015-03-21 10:33:13.527022', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:13.526914')
('2015-03-21 10:33:13.527895', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:13.527857')
('2015-03-21 10:33:15.024893', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:15.024812')
('2015-03-21 10:33:25.024177', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:25.024072')
('2015-03-21 10:33:25.033371', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:25.033259')
('2015-03-21 10:33:25.525710', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:25.525617')
('2015-03-21 10:33:25.528896', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:25.528855')
('2015-03-21 10:33:26.535699', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:26.535613')
('2015-03-21 10:33:27.026205', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:27.026101')
('2015-03-21 10:33:27.027406', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:27.027339')
('2015-03-21 10:33:27.028200', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:27.028160')
('2015-03-21 10:33:28.046894', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:28.046794')
('2015-03-21 10:33:28.525875', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:28.525786')
('2015-03-21 10:33:28.526246', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:28.526137')
