('2015-03-21 09:55:39.178348', 'worker [5] started')
('2015-03-21 09:55:39.178412', 'client 8 initted')
('2015-03-21 09:55:40.525807', 'put_channel : channel login, group 1, time 2015-03-21 09:55:40.525737')
('2015-03-21 09:55:40.529246', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:40.529661', 'put_channel : channel login, group 0, time 2015-03-21 09:55:40.529621')
('2015-03-21 09:55:40.677403', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:42.025791', 'put_channel : channel login, group 1, time 2015-03-21 09:55:42.025689')
('2015-03-21 09:55:42.026302', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:42.026969', 'put_channel : channel login, group 0, time 2015-03-21 09:55:42.026924')
('2015-03-21 09:55:42.179127', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:43.525619', 'put_channel : channel login, group 1, time 2015-03-21 09:55:43.525542')
('2015-03-21 09:55:43.526048', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:43.526628', 'put_channel : channel login, group 0, time 2015-03-21 09:55:43.526588')
('2015-03-21 09:55:43.680767', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:45.025580', 'put_channel : channel login, group 0, time 2015-03-21 09:55:45.025474')
('2015-03-21 09:55:45.026393', 'put_channel : channel login, group 1, time 2015-03-21 09:55:45.026357')
('2015-03-21 09:55:45.026918', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:45.182298', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 10:32:34.525967', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:34.525889')
('2015-03-21 10:32:34.528388', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:34.528351')
('2015-03-21 10:32:35.522046', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:35.521967')
('2015-03-21 10:32:35.523032', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:35.522990')
('2015-03-21 10:32:36.026149', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:36.026066')
('2015-03-21 10:32:36.026457', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:36.026418')
('2015-03-21 10:32:36.026637', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:36.026557')
('2015-03-21 10:32:37.525725', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:37.525647')
('2015-03-21 10:32:37.526987', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:37.526950')
('2015-03-21 10:32:39.025799', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:39.025723')
('2015-03-21 10:32:39.026169', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:39.026127')
('2015-03-21 10:32:39.147808', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:39.147745')
('2015-03-21 10:32:40.525349', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:40.525271')
('2015-03-21 10:32:40.526012', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:40.525976')
('2015-03-21 10:32:42.025429', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:42.025353')
('2015-03-21 10:32:42.027135', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:42.027098')
('2015-03-21 10:32:43.525856', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:43.525772')
('2015-03-21 10:32:43.526579', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:43.526540')
('2015-03-21 10:32:45.023803', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:45.023729')
('2015-03-21 10:32:45.026181', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:45.026142')
('2015-03-21 10:32:46.525555', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:46.525484')
('2015-03-21 10:32:46.525859', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:46.525821')
('2015-03-21 10:32:48.025292', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:48.025218')
('2015-03-21 10:32:48.025915', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:48.025878')
('2015-03-21 10:32:49.525223', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:49.525133')
('2015-03-21 10:32:49.525929', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:49.525888')
('2015-03-21 10:32:51.026405', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:51.026343')
('2015-03-21 10:32:51.026962', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:51.026855')
('2015-03-21 10:32:52.525360', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:52.525275')
