('2015-01-17 09:36:42.545026', 'worker [6] started')
('2015-01-17 09:36:42.545084', 'client 10 initted')
('2015-01-17 09:36:43.506237', 'put_channel : channel login, group 1, time 2015-01-17 09:36:43.506179')
('2015-01-17 09:36:43.509016', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:43.509530', 'put_channel : channel login, group 0, time 2015-01-17 09:36:43.509499')
('2015-01-17 09:36:43.742493', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:45.005914', 'put_channel : channel login, group 1, time 2015-01-17 09:36:45.005853')
('2015-01-17 09:36:45.006476', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:45.008656', 'put_channel : channel login, group 0, time 2015-01-17 09:36:45.008620')
('2015-01-17 09:36:45.244644', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:46.507082', 'put_channel : channel login, group 1, time 2015-01-17 09:36:46.507018')
('2015-01-17 09:36:46.507376', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:46.511249', 'put_channel : channel login, group 0, time 2015-01-17 09:36:46.511215')
('2015-01-17 09:36:46.746241', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:48.006450', 'put_channel : channel login, group 1, time 2015-01-17 09:36:48.006393')
('2015-01-17 09:36:48.006804', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:48.009012', 'put_channel : channel login, group 0, time 2015-01-17 09:36:48.008978')
('2015-01-17 09:36:48.247731', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:49.509424', 'put_channel : channel login, group 1, time 2015-01-17 09:36:49.509289')
('2015-01-17 09:36:49.510346', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:49.512517', 'put_channel : channel login, group 0, time 2015-01-17 09:36:49.512422')
('2015-01-17 09:36:49.749343', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:32:31.506451', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:31.506350')
('2015-01-17 10:32:31.711105', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:31.711010')
('2015-01-17 10:32:33.008531', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:33.008470')
('2015-01-17 10:32:34.506500', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:34.506428')
('2015-01-17 10:32:34.711631', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:34.711543')
('2015-01-17 10:32:36.006295', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:36.006231')
('2015-01-17 10:32:36.235327', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:36.235191')
