('2015-01-17 09:36:40.423333', 'worker [1] started')
('2015-01-17 09:36:40.423399', 'client 9 initted')
('2015-01-17 09:36:40.510083', 'put_channel : channel login, group 1, time 2015-01-17 09:36:40.509982')
('2015-01-17 09:36:40.515826', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:40.516639', 'put_channel : channel login, group 0, time 2015-01-17 09:36:40.516594')
('2015-01-17 09:36:40.721302', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:42.006367', 'put_channel : channel login, group 1, time 2015-01-17 09:36:42.006289')
('2015-01-17 09:36:42.006821', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:42.008615', 'put_channel : channel login, group 0, time 2015-01-17 09:36:42.008576')
('2015-01-17 09:36:42.223953', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:43.506786', 'put_channel : channel login, group 1, time 2015-01-17 09:36:43.506717')
('2015-01-17 09:36:43.507554', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:43.509822', 'put_channel : channel login, group 0, time 2015-01-17 09:36:43.509783')
('2015-01-17 09:36:43.725959', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:45.006582', 'put_channel : channel login, group 1, time 2015-01-17 09:36:45.006510')
('2015-01-17 09:36:45.006900', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:45.009331', 'put_channel : channel login, group 0, time 2015-01-17 09:36:45.009285')
('2015-01-17 09:36:45.227771', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:46.508408', 'put_channel : channel login, group 1, time 2015-01-17 09:36:46.508338')
('2015-01-17 09:36:46.508895', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:46.509814', 'put_channel : channel login, group 0, time 2015-01-17 09:36:46.509776')
('2015-01-17 10:32:33.008442', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:33.008351')
('2015-01-17 10:32:33.241027', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:33.240930')
('2015-01-17 10:32:34.506914', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:34.506834')
('2015-01-17 10:32:34.714059', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:34.713962')
('2015-01-17 10:32:36.006769', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:36.006698')
('2015-01-17 10:32:37.509027', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:37.508956')
('2015-01-17 10:32:37.530198', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:37.530140')
('2015-01-17 10:32:39.007217', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:39.007086')
('2015-01-17 10:32:40.044642', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:40.044546')
('2015-01-17 10:32:40.509898', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:40.509758')
('2015-01-17 10:32:40.510566', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:40.510487')
('2015-01-17 10:32:42.009317', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:42.009191')
('2015-01-17 10:32:42.049685', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:42.049563')
('2015-01-17 10:32:43.508471', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:43.508361')
('2015-01-17 10:32:45.007342', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:45.007240')
('2015-01-17 10:32:46.507688', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:46.507618')
('2015-01-17 10:32:48.007110', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:48.007039')
('2015-01-17 10:32:49.506801', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:49.506731')
('2015-01-17 10:32:51.007188', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:51.007061')
('2015-01-17 10:32:52.508724', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:52.508599')
('2015-01-17 10:32:54.008334', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:54.008207')
('2015-01-17 10:32:55.507238', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:55.507167')
('2015-01-17 10:32:57.009081', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:57.008954')
('2015-01-17 10:32:58.506827', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:58.506756')
('2015-01-17 10:33:00.006394', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:00.006324')
('2015-01-17 10:33:01.506933', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:01.506854')
('2015-01-17 10:33:03.006406', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:03.006341')
('2015-01-17 10:33:04.506875', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:04.506794')
('2015-01-17 10:33:06.008809', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:06.008682')
('2015-01-17 10:33:07.508320', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:07.508164')
('2015-01-17 10:33:09.009746', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:09.009618')
('2015-01-17 10:33:10.509163', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:10.508985')
('2015-01-17 10:33:12.007072', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:12.007001')
('2015-01-17 10:33:13.506757', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:13.506674')
('2015-01-17 10:33:15.006874', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:15.006802')
('2015-01-17 10:33:16.506676', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:16.506606')
('2015-01-17 10:33:48.035920', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:48.035777')
('2015-01-17 10:33:49.007505', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:49.007372')
('2015-01-17 10:33:49.011439', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:49.011371')
('2015-01-17 10:33:49.061374', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:49.061315')
('2015-01-17 10:33:49.509296', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:49.509226')
('2015-01-17 10:33:49.512819', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:49.512773')
('2015-01-17 10:33:49.538968', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:49.538924')
('2015-01-17 10:33:50.515513', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:50.515436')
('2015-01-17 10:33:50.564671', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:50.564599')
('2015-01-17 10:33:51.009134', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:51.009063')
('2015-01-17 10:33:51.043577', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:51.043519')
('2015-01-17 10:33:52.020768', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:52.020695')
('2015-01-17 10:33:52.067092', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:52.067040')
('2015-01-17 10:33:52.506710', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:52.506638')
('2015-01-17 10:33:52.531201', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:52.531154')
('2015-01-17 10:33:53.571216', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:53.571136')
('2015-01-17 10:33:54.006971', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:54.006881')
('2015-01-17 10:33:54.035354', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:54.035287')
('2015-01-17 10:33:55.075564', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:55.075487')
('2015-01-17 10:33:55.508270', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:55.508199')
('2015-01-17 10:33:55.524945', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:55.524898')
('2015-01-17 10:33:56.549283', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:56.549205')
('2015-01-17 10:33:57.009052', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:57.008981')
('2015-01-17 10:33:58.085156', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:58.085058')
('2015-01-17 10:34:02.799562', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 6 tb0[1] 53 , tb1[0] 0 tb1[1] 0')
