('2015-01-17 09:36:40.778085', 'worker [2] started')
('2015-01-17 09:36:40.778156', 'client 9 initted')
('2015-01-17 09:36:42.006396', 'put_channel : channel login, group 1, time 2015-01-17 09:36:42.006339')
('2015-01-17 09:36:42.009433', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:42.010001', 'put_channel : channel login, group 0, time 2015-01-17 09:36:42.009965')
('2015-01-17 09:36:42.275893', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:43.505745', 'put_channel : channel login, group 1, time 2015-01-17 09:36:43.505681')
('2015-01-17 09:36:43.506152', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:43.509205', 'put_channel : channel login, group 0, time 2015-01-17 09:36:43.509157')
('2015-01-17 09:36:43.777750', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:45.006349', 'put_channel : channel login, group 1, time 2015-01-17 09:36:45.006277')
('2015-01-17 09:36:45.006756', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:45.008028', 'put_channel : channel login, group 0, time 2015-01-17 09:36:45.007986')
('2015-01-17 09:36:45.279784', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:46.506522', 'put_channel : channel login, group 1, time 2015-01-17 09:36:46.506460')
('2015-01-17 09:36:46.506999', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:46.509138', 'put_channel : channel login, group 0, time 2015-01-17 09:36:46.509103')
('2015-01-17 09:36:46.781637', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:48.007851', 'put_channel : channel login, group 1, time 2015-01-17 09:36:48.007787')
('2015-01-17 09:36:48.008305', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:48.010682', 'put_channel : channel login, group 0, time 2015-01-17 09:36:48.010644')
('2015-01-17 10:32:33.006607', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:33.006468')
('2015-01-17 10:32:33.241443', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:33.241370')
('2015-01-17 10:32:34.506204', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:34.506126')
('2015-01-17 10:32:34.714242', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:34.714145')
('2015-01-17 10:32:36.007549', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:36.007486')
('2015-01-17 10:32:37.511297', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:37.511235')
('2015-01-17 10:32:38.503935', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:38.503864')
('2015-01-17 10:32:39.008064', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:39.007994')
('2015-01-17 10:32:39.048870', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:39.048784')
('2015-01-17 10:32:40.508428', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:40.508354')
('2015-01-17 10:32:40.509678', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:40.509637')
('2015-01-17 10:32:42.006675', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:42.006612')
('2015-01-17 10:32:43.061473', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:43.061384')
('2015-01-17 10:32:43.506561', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:43.506499')
('2015-01-17 10:32:43.509625', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:43.509590')
('2015-01-17 10:32:45.006391', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:45.006288')
('2015-01-17 10:32:45.046508', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:45.046424')
('2015-01-17 10:32:46.506415', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:46.506350')
('2015-01-17 10:32:46.510413', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:46.510360')
('2015-01-17 10:32:48.007057', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:48.006995')
('2015-01-17 10:32:49.506458', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:49.506385')
('2015-01-17 10:32:49.510735', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:49.510698')
('2015-01-17 10:32:51.008110', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:51.008036')
('2015-01-17 10:32:51.048143', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:51.048032')
('2015-01-17 10:32:52.057342', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:52.057264')
('2015-01-17 10:32:52.507448', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:52.507385')
('2015-01-17 10:32:52.510235', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:52.510200')
('2015-01-17 10:32:54.007340', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:54.007272')
('2015-01-17 10:32:54.047531', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:54.047445')
('2015-01-17 10:32:55.507084', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:55.507015')
('2015-01-17 10:32:55.511092', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:55.511055')
('2015-01-17 10:32:57.008682', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:57.008610')
('2015-01-17 10:32:58.508522', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:58.508460')
('2015-01-17 10:32:58.511134', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:58.511099')
('2015-01-17 10:33:00.005706', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:00.005639')
('2015-01-17 10:33:01.506192', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:01.506128')
('2015-01-17 10:33:03.008204', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:03.008128')
('2015-01-17 10:33:04.102290', 'put_channel : channel tb0, group 0, time 2015-01-17 10:33:04.102219')
('2015-01-17 10:33:04.506773', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:04.506708')
('2015-01-17 10:33:06.006391', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:06.006328')
('2015-01-17 10:33:07.506153', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:07.506080')
('2015-01-17 10:33:09.006891', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:09.006817')
('2015-01-17 10:33:10.506611', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:10.506547')
('2015-01-17 10:33:12.006668', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:12.006594')
('2015-01-17 10:33:13.508106', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:13.508042')
('2015-01-17 10:33:15.006853', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:15.006775')
('2015-01-17 10:33:16.508039', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:16.507961')
('2015-01-17 10:33:48.037393', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:48.037313')
('2015-01-17 10:33:49.005213', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:49.005144')
('2015-01-17 10:33:49.011487', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:49.011447')
('2015-01-17 10:33:49.076193', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:49.076109')
('2015-01-17 10:33:49.507718', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:49.507624')
('2015-01-17 10:33:49.508239', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:49.508205')
('2015-01-17 10:33:49.523744', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:49.523663')
('2015-01-17 10:33:50.517553', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:50.517473')
('2015-01-17 10:33:50.547933', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:50.547863')
('2015-01-17 10:33:51.008382', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:51.008304')
('2015-01-17 10:33:51.027911', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:51.027841')
('2015-01-17 10:33:52.021634', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:52.021531')
('2015-01-17 10:33:52.083834', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:52.083765')
('2015-01-17 10:33:52.506869', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:52.506794')
('2015-01-17 10:33:52.532158', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:52.532089')
('2015-01-17 10:34:03.075600', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 17 tb0[1] 44 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:03.076472', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 17 tb0[1] 43 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:03.077239', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 17 tb0[1] 42 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:03.077792', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 17 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:03.079002', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 17 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:03.079546', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 17 tb0[1] 39 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:03.080213', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 17 tb0[1] 38 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:03.081226', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 17 tb0[1] 37 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:03.082038', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 17 tb0[1] 36 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:23.081794', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 17 tb0[1] 35 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:23.082821', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 17 tb0[1] 34 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:23.085357', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 17 tb0[1] 33 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:23.086532', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 17 tb0[1] 32 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:23.087251', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 17 tb0[1] 31 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:23.087885', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 17 tb0[1] 30 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:23.088572', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 17 tb0[1] 29 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:23.089365', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 17 tb0[1] 28 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:23.089964', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 17 tb0[1] 27 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:30.609957', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 16 tb0[1] 26 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:30.610925', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 14 tb0[1] 26 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:30.760728', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 13 tb0[1] 26 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:30.761736', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 13 tb0[1] 25 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:31.659542', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 12 tb0[1] 25 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:31.661501', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 12 tb0[1] 24 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:31.968201', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 11 tb0[1] 24 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:31.969888', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 11 tb0[1] 23 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:31.977591', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 10 tb0[1] 23 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:31.978448', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 10 tb0[1] 22 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:32.611344', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 9 tb0[1] 22 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:32.612233', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 9 tb0[1] 21 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:32.763032', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 8 tb0[1] 21 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:32.763936', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 8 tb0[1] 20 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:33.664063', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 7 tb0[1] 20 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:33.665149', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 7 tb0[1] 19 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:33.972099', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 6 tb0[1] 19 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:33.973269', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 6 tb0[1] 18 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:33.979498', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 5 tb0[1] 18 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:33.980331', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 5 tb0[1] 17 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:34.966355', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 4 tb0[1] 17 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:34.967218', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 4 tb0[1] 16 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:35.441713', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 3 tb0[1] 16 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:35.442517', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 3 tb0[1] 15 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:36.506697', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 2 tb0[1] 15 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:36.507548', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 2 tb0[1] 14 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:36.968755', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 1 tb0[1] 14 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:36.969424', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 1 tb0[1] 13 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:37.443992', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 13 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:37.444888', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 12 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:38.509136', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 11 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:39.710486', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 11 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:43.999548', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 10 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:45.200849', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 10 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:46.001269', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 9 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:47.202755', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 9 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:55.061771', 'put_channel : channel tb0, group 1, time 2015-01-17 10:34:55.061700')
('2015-01-17 10:34:55.508967', 'put_channel : channel tb0, group 1, time 2015-01-17 10:34:55.508906')
('2015-01-17 10:34:56.564094', 'put_channel : channel tb0, group 1, time 2015-01-17 10:34:56.563991')
('2015-01-17 10:34:57.006647', 'put_channel : channel tb0, group 1, time 2015-01-17 10:34:57.006586')
('2015-01-17 10:34:57.108113', 'put_channel : channel tb0, group 1, time 2015-01-17 10:34:57.108039')
('2015-01-17 10:34:58.070120', 'put_channel : channel tb0, group 1, time 2015-01-17 10:34:58.070039')
('2015-01-17 10:34:58.506366', 'put_channel : channel tb0, group 1, time 2015-01-17 10:34:58.506290')
('2015-01-17 10:34:58.643571', 'put_channel : channel tb0, group 1, time 2015-01-17 10:34:58.643501')
('2015-01-17 10:34:59.571871', 'put_channel : channel tb0, group 1, time 2015-01-17 10:34:59.571788')
('2015-01-17 10:35:00.006243', 'put_channel : channel tb0, group 1, time 2015-01-17 10:35:00.006176')
('2015-01-17 10:35:00.116312', 'put_channel : channel tb0, group 1, time 2015-01-17 10:35:00.116239')
('2015-01-17 10:35:01.075941', 'put_channel : channel tb0, group 1, time 2015-01-17 10:35:01.075872')
('2015-01-17 10:35:01.505962', 'put_channel : channel tb0, group 1, time 2015-01-17 10:35:01.505898')
('2015-01-17 10:35:01.651757', 'put_channel : channel tb0, group 1, time 2015-01-17 10:35:01.651669')
('2015-01-17 10:35:02.548396', 'put_channel : channel tb0, group 1, time 2015-01-17 10:35:02.548328')
('2015-01-17 10:35:03.006807', 'put_channel : channel tb0, group 1, time 2015-01-17 10:35:03.006746')
('2015-01-17 10:35:03.124302', 'put_channel : channel tb0, group 1, time 2015-01-17 10:35:03.124175')
('2015-01-17 10:35:04.083902', 'put_channel : channel tb0, group 1, time 2015-01-17 10:35:04.083836')
('2015-01-17 10:35:04.614178', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 26 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:35:04.765549', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 25 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:35:05.667052', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 24 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:35:05.975315', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 23 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:35:05.981628', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 22 , tb1[0] 0 tb1[1] 0')
