('2015-01-17 09:36:41.265746', 'worker [3] started')
('2015-01-17 09:36:41.265815', 'client 9 initted')
('2015-01-17 09:36:42.011875', 'put_channel : channel login, group 0, time 2015-01-17 09:36:42.011740')
('2015-01-17 09:36:42.012568', 'put_channel : channel login, group 1, time 2015-01-17 09:36:42.012490')
('2015-01-17 09:36:42.019965', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:42.161022', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:43.509767', 'put_channel : channel login, group 0, time 2015-01-17 09:36:43.509694')
('2015-01-17 09:36:43.511386', 'put_channel : channel login, group 1, time 2015-01-17 09:36:43.511321')
('2015-01-17 09:36:43.511877', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:43.663746', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:45.011167', 'put_channel : channel login, group 0, time 2015-01-17 09:36:45.011093')
('2015-01-17 09:36:45.011483', 'put_channel : channel login, group 1, time 2015-01-17 09:36:45.011405')
('2015-01-17 09:36:45.011914', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:45.166374', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:46.508039', 'put_channel : channel login, group 0, time 2015-01-17 09:36:46.507968')
('2015-01-17 09:36:46.508994', 'put_channel : channel login, group 1, time 2015-01-17 09:36:46.508955')
('2015-01-17 09:36:46.509287', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:46.669233', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:48.008463', 'put_channel : channel login, group 1, time 2015-01-17 09:36:48.008381')
('2015-01-17 09:36:48.009031', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-01-17 09:36:48.009867', 'put_channel : channel login, group 0, time 2015-01-17 09:36:48.009828')
('2015-01-17 10:32:33.015201', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:33.015096')
('2015-01-17 10:32:34.507978', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:34.507888')
('2015-01-17 10:32:34.508773', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:34.508733')
('2015-01-17 10:32:36.010829', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:36.010703')
('2015-01-17 10:32:37.507653', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:37.507581')
('2015-01-17 10:32:38.508487', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:38.508388')
('2015-01-17 10:32:39.010038', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:39.009836')
('2015-01-17 10:32:39.047790', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:39.047705')
('2015-01-17 10:32:40.508415', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:40.508327')
('2015-01-17 10:32:40.510217', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:40.510133')
('2015-01-17 10:32:42.009577', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:42.009495')
('2015-01-17 10:32:42.046186', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:42.046105')
('2015-01-17 10:32:43.508855', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:43.508777')
('2015-01-17 10:32:43.509786', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:43.509740')
('2015-01-17 10:32:45.011533', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:45.011407')
('2015-01-17 10:32:45.046789', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:45.046675')
('2015-01-17 10:32:46.510534', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:46.510388')
('2015-01-17 10:32:46.511311', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:46.511120')
('2015-01-17 10:32:48.009488', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:48.009398')
('2015-01-17 10:32:49.510579', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:49.510492')
('2015-01-17 10:32:49.511503', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:49.511396')
('2015-01-17 10:32:51.008926', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:51.008848')
('2015-01-17 10:32:52.512379', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:52.512268')
('2015-01-17 10:32:52.513570', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:52.513492')
('2015-01-17 10:32:54.009376', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:54.009295')
('2015-01-17 10:32:55.098463', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:55.098301')
('2015-01-17 10:32:55.509565', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:55.509476')
('2015-01-17 10:32:55.511939', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:55.511900')
('2015-01-17 10:32:57.008820', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:57.008741')
('2015-01-17 10:32:57.046617', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:57.046504')
('2015-01-17 10:32:58.059195', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:58.059101')
('2015-01-17 10:32:58.507286', 'put_channel : channel tb0, group 0, time 2015-01-17 10:32:58.507215')
('2015-01-17 10:32:58.507920', 'put_channel : channel tb0, group 1, time 2015-01-17 10:32:58.507874')
('2015-01-17 10:33:00.009080', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:00.009006')
('2015-01-17 10:33:01.098809', 'put_channel : channel tb0, group 0, time 2015-01-17 10:33:01.098626')
('2015-01-17 10:33:01.510424', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:01.510244')
('2015-01-17 10:33:03.012164', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:03.012036')
('2015-01-17 10:33:04.510323', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:04.510242')
('2015-01-17 10:33:06.011021', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:06.010933')
('2015-01-17 10:33:07.509509', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:07.509435')
('2015-01-17 10:33:09.012154', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:09.012006')
('2015-01-17 10:33:10.511185', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:10.511058')
('2015-01-17 10:33:12.010970', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:12.010806')
('2015-01-17 10:33:13.510646', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:13.510570')
('2015-01-17 10:33:15.013409', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:15.013275')
('2015-01-17 10:33:16.508787', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:16.508712')
('2015-01-17 10:33:48.043819', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:48.043737')
('2015-01-17 10:33:49.008515', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:49.008435')
('2015-01-17 10:33:49.021794', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:49.021726')
('2015-01-17 10:33:49.053524', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:49.053410')
('2015-01-17 10:33:49.509398', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:49.509326')
('2015-01-17 10:33:49.511859', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:49.511818')
('2015-01-17 10:33:49.531794', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:49.531663')
('2015-01-17 10:33:50.523910', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:50.523801')
('2015-01-17 10:33:50.588143', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:50.588061')
('2015-01-17 10:33:51.009580', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:51.009498')
('2015-01-17 10:33:51.037556', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:51.037467')
('2015-01-17 10:33:52.019857', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:52.019776')
('2015-01-17 10:33:52.060350', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:52.060199')
('2015-01-17 10:33:52.509793', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:52.509701')
('2015-01-17 10:33:52.540265', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:52.540184')
('2015-01-17 10:33:53.563839', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:53.563753')
('2015-01-17 10:33:54.012791', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:54.012656')
('2015-01-17 10:33:54.046096', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:54.046020')
('2015-01-17 10:33:55.067917', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:55.067837')
('2015-01-17 10:33:55.509821', 'put_channel : channel tb0, group 1, time 2015-01-17 10:33:55.509663')
('2015-01-17 10:34:02.914440', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 16 tb0[1] 49 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:02.915717', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 16 tb0[1] 48 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:02.916857', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 16 tb0[1] 47 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:02.917867', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 16 tb0[1] 46 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:02.919068', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 16 tb0[1] 45 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:02.920279', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 16 tb0[1] 44 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:02.921682', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 16 tb0[1] 43 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:02.922768', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 16 tb0[1] 42 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:02.924911', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 16 tb0[1] 41 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:22.918686', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 16 tb0[1] 40 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:22.922029', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 16 tb0[1] 39 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:22.926151', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 16 tb0[1] 38 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:22.927441', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 16 tb0[1] 37 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:22.929091', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 16 tb0[1] 36 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:22.930943', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 16 tb0[1] 35 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:22.932382', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 16 tb0[1] 34 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:22.933313', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 16 tb0[1] 33 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:22.934220', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 16 tb0[1] 32 , tb1[0] 0 tb1[1] 0')
('2015-01-17 10:34:26.509201', 'put_channel : channel tb0, group 1, time 2015-01-17 10:34:26.509125')
('2015-01-17 10:34:26.523967', 'put_channel : channel tb0, group 1, time 2015-01-17 10:34:26.523895')
('2015-01-17 10:34:27.009495', 'put_channel : channel tb0, group 1, time 2015-01-17 10:34:27.009368')
('2015-01-17 10:34:27.015428', 'put_channel : channel tb0, group 1, time 2015-01-17 10:34:27.015337')
('2015-01-17 10:34:27.036935', 'put_channel : channel tb0, group 1, time 2015-01-17 10:34:27.036824')
('2015-01-17 10:34:28.019804', 'put_channel : channel tb0, group 1, time 2015-01-17 10:34:28.019708')
('2015-01-17 10:34:28.060279', 'put_channel : channel tb0, group 1, time 2015-01-17 10:34:28.060194')
