('2015-03-21 09:55:31.854360', 'worker [1] started')
('2015-03-21 09:55:31.854435', 'client 8 initted')
('2015-03-21 09:55:33.011724', 'put_channel : channel login, group 1, time 2015-03-21 09:55:33.011619')
('2015-03-21 09:55:33.018183', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:33.019395', 'put_channel : channel login, group 0, time 2015-03-21 09:55:33.019308')
('2015-03-21 09:55:33.052376', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:34.508593', 'put_channel : channel login, group 1, time 2015-03-21 09:55:34.508520')
('2015-03-21 09:55:34.509158', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:34.510499', 'put_channel : channel login, group 0, time 2015-03-21 09:55:34.510420')
('2015-03-21 09:55:34.555505', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:36.006704', 'put_channel : channel login, group 1, time 2015-03-21 09:55:36.006632')
('2015-03-21 09:55:36.007263', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:36.008712', 'put_channel : channel login, group 0, time 2015-03-21 09:55:36.008667')
('2015-03-21 09:55:36.058056', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:37.506915', 'put_channel : channel login, group 1, time 2015-03-21 09:55:37.506837')
('2015-03-21 09:55:37.507395', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:37.508723', 'put_channel : channel login, group 0, time 2015-03-21 09:55:37.508678')
('2015-03-21 09:55:37.560471', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 10:32:31.506611', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:31.506460')
('2015-03-21 10:32:31.508428', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:31.508382')
('2015-03-21 10:32:33.007538', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:33.007463')
('2015-03-21 10:32:33.007922', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:33.007876')
