('2015-03-21 09:55:33.130306', 'worker [4] started')
('2015-03-21 09:55:33.130380', 'client 8 initted')
('2015-03-21 09:55:34.507593', 'put_channel : channel login, group 0, time 2015-03-21 09:55:34.507527')
('2015-03-21 09:55:34.508034', 'put_channel : channel login, group 1, time 2015-03-21 09:55:34.507983')
('2015-03-21 09:55:34.511276', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:34.628315', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:36.007654', 'put_channel : channel login, group 0, time 2015-03-21 09:55:36.007582')
('2015-03-21 09:55:36.009787', 'put_channel : channel login, group 1, time 2015-03-21 09:55:36.009653')
('2015-03-21 09:55:36.010257', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:36.130597', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:37.506921', 'put_channel : channel login, group 0, time 2015-03-21 09:55:37.506850')
('2015-03-21 09:55:37.510292', 'put_channel : channel login, group 1, time 2015-03-21 09:55:37.510250')
('2015-03-21 09:55:37.510684', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:37.633292', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:39.009503', 'put_channel : channel login, group 0, time 2015-03-21 09:55:39.009433')
('2015-03-21 09:55:39.009842', 'put_channel : channel login, group 1, time 2015-03-21 09:55:39.009805')
('2015-03-21 09:55:39.010178', 'fd_channel : login[0] 1 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 09:55:39.135863', 'fd_channel : login[0] 0 login[1] 0 , tb0[0] 0 tb0[1] 0 , tb1[0] 0 tb1[1] 0')
('2015-03-21 10:32:31.509695', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:31.509587')
('2015-03-21 10:32:31.510112', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:31.510040')
('2015-03-21 10:32:33.007969', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:33.007860')
('2015-03-21 10:32:33.012363', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:33.012263')
('2015-03-21 10:32:34.508008', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:34.507893')
('2015-03-21 10:32:34.508769', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:34.508723')
('2015-03-21 10:32:36.006424', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:36.006350')
('2015-03-21 10:32:36.010031', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:36.009984')
('2015-03-21 10:32:37.508088', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:37.508016')
('2015-03-21 10:32:37.509898', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:37.509852')
('2015-03-21 10:32:39.007340', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:39.007272')
('2015-03-21 10:32:39.008914', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:39.008873')
('2015-03-21 10:32:40.509046', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:40.508964')
('2015-03-21 10:32:40.510027', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:40.509908')
('2015-03-21 10:32:42.007948', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:42.007877')
('2015-03-21 10:32:42.009607', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:42.009568')
('2015-03-21 10:32:43.507395', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:43.507264')
('2015-03-21 10:32:43.509225', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:43.509138')
('2015-03-21 10:32:45.007040', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:45.006953')
('2015-03-21 10:32:45.008595', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:45.008549')
('2015-03-21 10:32:46.507915', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:46.507718')
('2015-03-21 10:32:46.509910', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:46.509806')
('2015-03-21 10:32:48.010624', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:48.010497')
('2015-03-21 10:32:48.011375', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:48.011276')
('2015-03-21 10:32:49.509043', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:49.508916')
('2015-03-21 10:32:49.509748', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:49.509615')
('2015-03-21 10:32:51.005245', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:51.005173')
('2015-03-21 10:32:51.009406', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:51.009364')
('2015-03-21 10:32:52.505842', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:52.505770')
('2015-03-21 10:32:52.509381', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:52.509339')
('2015-03-21 10:32:54.006852', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:54.006775')
('2015-03-21 10:32:54.007928', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:54.007888')
('2015-03-21 10:32:55.509959', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:55.509833')
('2015-03-21 10:32:55.510504', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:55.510435')
('2015-03-21 10:32:57.007290', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:57.007156')
('2015-03-21 10:32:57.009934', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:57.009888')
('2015-03-21 10:32:58.508490', 'put_channel : channel tb0, group 0, time 2015-03-21 10:32:58.508360')
('2015-03-21 10:32:58.511333', 'put_channel : channel tb0, group 1, time 2015-03-21 10:32:58.511246')
('2015-03-21 10:33:00.006441', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:00.006369')
('2015-03-21 10:33:00.009741', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:00.009676')
('2015-03-21 10:33:01.511023', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:01.510851')
('2015-03-21 10:33:01.511747', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:01.511663')
('2015-03-21 10:33:03.006461', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:03.006389')
('2015-03-21 10:33:03.009917', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:03.009870')
('2015-03-21 10:33:04.509508', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:04.509437')
('2015-03-21 10:33:06.009315', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:06.009235')
('2015-03-21 10:33:07.510733', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:07.510652')
('2015-03-21 10:33:08.506679', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:08.506520')
('2015-03-21 10:33:09.008216', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:09.008086')
('2015-03-21 10:33:09.009692', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:09.009601')
('2015-03-21 10:33:09.011271', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:09.011225')
('2015-03-21 10:33:10.508096', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:10.507955')
('2015-03-21 10:33:10.509215', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:10.509168')
('2015-03-21 10:33:11.517997', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:11.517852')
('2015-03-21 10:33:12.010622', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:12.010489')
('2015-03-21 10:33:12.011310', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:12.011230')
('2015-03-21 10:33:13.506285', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:13.506212')
('2015-03-21 10:33:13.510581', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:13.510479')
('2015-03-21 10:33:15.006321', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:15.006249')
('2015-03-21 10:33:15.009923', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:15.009881')
('2015-03-21 10:33:22.005613', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:22.005532')
('2015-03-21 10:33:28.008199', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:28.008064')
('2015-03-21 10:33:28.508566', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:28.508494')
('2015-03-21 10:33:28.511279', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:28.511232')
('2015-03-21 10:33:30.011676', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:30.011550')
('2015-03-21 10:33:31.015339', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:31.015262')
('2015-03-21 10:33:31.508551', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:31.508479')
('2015-03-21 10:33:33.008555', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:33.008483')
('2015-03-21 10:33:34.510089', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:34.509963')
('2015-03-21 10:33:34.511725', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:34.511685')
('2015-03-21 10:33:34.512627', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:34.512580')
('2015-03-21 10:33:34.535282', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:34.535210')
('2015-03-21 10:33:35.519234', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:35.519156')
('2015-03-21 10:33:36.007820', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:36.007748')
('2015-03-21 10:33:36.009633', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:36.009569')
('2015-03-21 10:33:36.010288', 'put_channel : channel tb0, group 1, time 2015-03-21 10:33:36.010247')
('2015-03-21 10:33:37.016087', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:37.015934')
('2015-03-21 10:33:37.507546', 'put_channel : channel tb0, group 0, time 2015-03-21 10:33:37.507468')
